!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.39932271600e+006, +9.64902292331e+002, +2.39643304601e+001, +4.45749756178e-005, +8.81726262423e+002
+1.40958858000e+006, +9.67076700298e+002, +2.39095856400e+001, +4.42547028101e-005, +8.84088136865e+002
+1.41992975800e+006, +9.69200820902e+002, +2.38520872798e+001, +4.39292104798e-005, +8.86423732971e+002
+1.43034680100e+006, +9.71450366344e+002, +2.37982298364e+001, +4.36175497992e-005, +8.88850015759e+002
+1.44084026800e+006, +9.73762476780e+002, +2.37457819868e+001, +4.33128378983e-005, +8.91324842081e+002
+1.45141071700e+006, +9.76160888287e+002, +2.36974240968e+001, +4.30205895654e-005, +8.93851649556e+002
+1.46205871500e+006, +9.78751819961e+002, +2.36549369787e+001, +4.27482732248e-005, +8.96515566430e+002
+1.47278483000e+006, +9.81778626508e+002, +2.36082732655e+001, +4.24890182009e-005, +8.99608577300e+002
+1.48358963500e+006, +9.84726011871e+002, +2.35719049600e+001, +4.22447524924e-005, +9.02559420686e+002
+1.49447370700e+006, +9.87476753774e+002, +2.35353372363e+001, +4.19927110068e-005, +9.05332483946e+002
+1.50543762900e+006, +9.90213764494e+002, +2.35010286820e+001, +4.17449492551e-005, +9.08078419342e+002
+1.51648198400e+006, +9.92772608114e+002, +2.34631965980e+001, +4.14849150231e-005, +9.10686215525e+002
+1.52760736500e+006, +9.94725729823e+002, +2.34411812393e+001, +4.12272742137e-005, +9.12629960250e+002
+1.53881436500e+006, +9.96684726314e+002, +2.34151279562e+001, +4.09646123056e-005, +9.14607473672e+002
+1.55010358300e+006, +9.98816164774e+002, +2.33781412248e+001, +4.06924795911e-005, +9.16819424285e+002
+1.56147562200e+006, +1.00099482991e+003, +2.33297667752e+001, +4.04051512805e-005, +9.19154253718e+002
+1.57293109000e+006, +1.00329010705e+003, +2.32710224169e+001, +4.01072650018e-005, +9.21668757392e+002
+1.58447059900e+006, +1.00602387821e+003, +2.31815230702e+001, +3.97786013023e-005, +9.24799855459e+002
+1.59609476500e+006, +1.00897120657e+003, +2.30772581580e+001, +3.94362185912e-005, +9.28230456379e+002
+1.60780421000e+006, +1.01184179099e+003, +2.29733105259e+001, +3.90931521934e-005, +9.31589343864e+002
+1.61959955900e+006, +1.01447948278e+003, +2.28681472999e+001, +3.87410780274e-005, +9.34743009090e+002
+1.63148144200e+006, +1.01700144750e+003, +2.27666180113e+001, +3.83924927821e-005, +9.37765615458e+002
+1.64345049400e+006, +1.01926533537e+003, +2.26608996849e+001, +3.80297219979e-005, +9.40579303327e+002
+1.65550735500e+006, +1.02114992565e+003, +2.25344198475e+001, +3.76224883547e-005, +9.43184590377e+002
+1.66765266900e+006, +1.02300969166e+003, +2.24185287023e+001, +3.72340309054e-005, +9.45693434611e+002
+1.67988708500e+006, +1.02481182219e+003, +2.23228281056e+001, +3.68780064060e-005, +9.48010845925e+002
+1.69221125600e+006, +1.02663021309e+003, +2.22416972019e+001, +3.65478728478e-005, +9.50244166507e+002
+1.70462584100e+006, +1.02837662988e+003, +2.21810342570e+001, +3.62493033731e-005, +9.52272239473e+002
+1.71713150300e+006, +1.02955008805e+003, +2.22092658869e+001, +3.60699015196e-005, +9.53167219509e+002
+1.72972891100e+006, +1.03090694659e+003, +2.22312357674e+001, +3.58880704422e-005, +9.54273922961e+002
+1.74241873700e+006, +1.03249215316e+003, +2.22364208035e+001, +3.56893845010e-005, +9.55705937210e+002
+1.75520166000e+006, +1.03431427988e+003, +2.22189343194e+001, +3.54654917873e-005, +9.57511966684e+002
+1.76807836200e+006, +1.03636694486e+003, +2.21795877598e+001, +3.52177562996e-005, +9.59681113625e+002
+1.78104953100e+006, +1.03943478795e+003, +2.20701608908e+001, +3.49004285866e-005, +9.63269621065e+002
+1.79411586200e+006, +1.04314516557e+003, +2.19179532305e+001, +3.45419909596e-005, +9.67745939569e+002
+1.80727805000e+006, +1.04645560659e+003, +2.17784882033e+001, +3.41910439006e-005, +9.71765038708e+002
+1.82053680100e+006, +1.04946600466e+003, +2.16574645358e+001, +3.38596413048e-005, +9.75380851083e+002
+1.83389282200e+006, +1.05213037299e+003, +2.15545768173e+001, +3.35459355311e-005, +9.78552830639e+002
+1.84734682700e+006, +1.05410051754e+003, +2.14778112846e+001, +3.32507878697e-005, +9.80903178580e+002
+1.86089953400e+006, +1.05466738198e+003, +2.14630580531e+001, +3.30047630553e-005, +9.81530079570e+002
+1.87455166800e+006, +1.05547893304e+003, +2.14394788217e+001, +3.27552806957e-005, +9.82444204713e+002
+1.88830395900e+006, +1.05654495843e+003, +2.14066959777e+001, +3.25021380103e-005, +9.83657268352e+002
+1.90215714100e+006, +1.05793743172e+003, +2.13678145464e+001, +3.22520202185e-005, +9.85215485110e+002
+1.91611195400e+006, +1.05962961900e+003, +2.13183941981e+001, +3.19976345086e-005, +9.87123997831e+002
+1.93016914400e+006, +1.06202822694e+003, +2.12456252139e+001, +3.17328670809e-005, +9.89848052326e+002
+1.94432946100e+006, +1.06467150131e+003, +2.11719843299e+001, +3.14757402696e-005, +9.92806719829e+002
+1.95859366300e+006, +1.06738174359e+003, +2.10917750390e+001, +3.12127909790e-005, +9.95872721113e+002
+1.97296251200e+006, +1.07012808355e+003, +2.10108468553e+001, +3.09514033945e-005, +9.98978013151e+002
+1.98743677500e+006, +1.07297454900e+003, +2.09252239311e+001, +3.06878145025e-005, +1.00220901611e+003
+2.00201722600e+006, +1.07628728980e+003, +2.08170200582e+001, +3.04073931608e-005, +1.00602741533e+003
+2.01670464300e+006, +1.07978875527e+003, +2.06968049347e+001, +3.01169541818e-005, +1.01010322816e+003
+2.03149981200e+006, +1.08306741072e+003, +2.05929956931e+001, +2.98445342421e-005, +1.01386215498e+003
+2.04640352300e+006, +1.08619179285e+003, +2.05009990323e+001, +2.95856368608e-005, +1.01739901172e+003
+2.06141657200e+006, +1.08911830774e+003, +2.04194744518e+001, +2.93372025580e-005, +1.02068187951e+003
+2.07653976100e+006, +1.09158118003e+003, +2.03677183440e+001, +2.91185641292e-005, +1.02333359648e+003
+2.09177389900e+006, +1.09325932471e+003, +2.03793490152e+001, +2.89667656662e-005, +1.02482955998e+003
+2.10711979900e+006, +1.09503316464e+003, +2.03800623062e+001, +2.88034264182e-005, +1.02648762361e+003
+2.12257828200e+006, +1.09699017399e+003, +2.03636469718e+001, +2.86226641734e-005, +1.02843153831e+003
+2.13815017200e+006, +1.09909404020e+003, +2.03327970671e+001, +2.84274017172e-005, +1.03060969847e+003
+2.15383630300e+006, +1.10132719001e+003, +2.02927321091e+001, +2.82243387158e-005, +1.03297104413e+003
+2.16963751200e+006, +1.10380928090e+003, +2.02032932370e+001, +2.79633465326e-005, +1.03589539958e+003
+2.18555464400e+006, +1.10652990174e+003, +2.01067280635e+001, +2.77006238025e-005, +1.03909120945e+003
+2.20158854800e+006, +1.10931372936e+003, +2.00112834585e+001, +2.74425812520e-005, +1.04233918733e+003
+2.21774008300e+006, +1.11222010449e+003, +1.99158223193e+001, +2.71891011298e-005, +1.04570277437e+003
+2.23401011000e+006, +1.11528677862e+003, +1.98262714590e+001, +2.69487165849e-005, +1.04917854603e+003
+2.25039949900e+006, +1.11885933769e+003, +1.97338886276e+001, +2.67180888498e-005, +1.05314984658e+003
+2.26690912500e+006, +1.12291076717e+003, +1.96446105414e+001, +2.65038851351e-005, +1.05755285136e+003
+2.28353987100e+006, +1.12669483516e+003, +1.95544376211e+001, +2.62830988218e-005, +1.06171148304e+003
+2.30029262600e+006, +1.13011334701e+003, +1.94673679301e+001, +2.60588464259e-005, +1.06550640966e+003
+2.31716828400e+006, +1.13335543052e+003, +1.93824805985e+001, +2.58345096284e-005, +1.06912158120e+003
+2.33416774700e+006, +1.13615107273e+003, +1.93018366696e+001, +2.56067392451e-005, +1.07228842558e+003
+2.35129192300e+006, +1.13809018622e+003, +1.92283339291e+001, +2.53703422382e-005, +1.07460025863e+003
+2.36854172800e+006, +1.14009960719e+003, +1.91534535147e+001, +2.51354832916e-005, +1.07698737131e+003
+2.38591808200e+006, +1.14208423076e+003, +1.90783933441e+001, +2.49015594569e-005, +1.07935210362e+003
+2.40342191500e+006, +1.14405636391e+003, +1.90031820921e+001, +2.46688836399e-005, +1.08170585580e+003
+2.42105416200e+006, +1.14597859401e+003, +1.89245844639e+001, +2.44326361964e-005, +1.08403419404e+003
+2.43881576300e+006, +1.14769588747e+003, +1.88530199183e+001, +2.42025307698e-005, +1.08612273665e+003
+2.45670767000e+006, +1.14951833951e+003, +1.87751886357e+001, +2.39686623219e-005, +1.08835100336e+003
+2.47473083700e+006, +1.15152992828e+003, +1.86991026618e+001, +2.37426074007e-005, +1.09074676522e+003
+2.49288622800e+006, +1.15363405057e+003, +1.86151569338e+001, +2.35105210299e-005, +1.09328053142e+003
+2.51117481200e+006, +1.15580648725e+003, +1.85363830597e+001, +2.32877808527e-005, +1.09584552853e+003
+2.52959756700e+006, +1.15859490880e+003, +1.84461950616e+001, +2.30651330376e-005, +1.09906770354e+003
+2.54815547700e+006, +1.16170345027e+003, +1.83509853219e+001, +2.28441768583e-005, +1.10262582510e+003
+2.56684953300e+006, +1.16468718855e+003, +1.82563044182e+001, +2.26227539800e-005, +1.10606226542e+003
+2.58568073500e+006, +1.16750786445e+003, +1.81662039469e+001, +2.24050370911e-005, +1.10931473993e+003
+2.60465008900e+006, +1.17022037339e+003, +1.80776926647e+001, +2.21885560738e-005, +1.11245433718e+003
+2.62375860700e+006, +1.17250585918e+003, +1.79968665514e+001, +2.19745776057e-005, +1.11513915125e+003
+2.64300731100e+006, +1.17409618610e+003, +1.79415384847e+001, +2.17791848189e-005, +1.11700144471e+003
+2.66239723000e+006, +1.17584763603e+003, +1.78758443426e+001, +2.15761329987e-005, +1.11908229744e+003
+2.68192940000e+006, +1.17766602118e+003, +1.77963384409e+001, +2.13598033637e-005, +1.12131343801e+003
+2.70160486300e+006, +1.17955647257e+003, +1.77043712115e+001, +2.11320514113e-005, +1.12369065294e+003
+2.72142467200e+006, +1.18161679266e+003, +1.75932563665e+001, +2.08870853218e-005, +1.12634814386e+003
+2.74138988400e+006, +1.18375333639e+003, +1.73943278138e+001, +2.05448870178e-005, +1.12962021154e+003
+2.76150156800e+006, +1.18590399516e+003, +1.71955663348e+001, +2.02059343141e-005, +1.13289555919e+003
+2.78176079800e+006, +1.18823138662e+003, +1.70211706226e+001, +1.99003739758e-005, +1.13618288343e+003
+2.80216865500e+006, +1.19083920824e+003, +1.68698900778e+001, +1.96279703706e-005, +1.13959289687e+003
+2.82272623100e+006, +1.19354316637e+003, +1.67439088857e+001, +1.93876165131e-005, +1.14293931550e+003
+2.84343462300e+006, +1.19700304750e+003, +1.66993938585e+001, +1.92523579018e-005, +1.14652008416e+003
+2.86429493900e+006, +1.20101026190e+003, +1.67097380832e+001, +1.91876669580e-005, +1.15029597112e+003
+2.88530829200e+006, +1.20467017319e+003, +1.67044070396e+001, +1.91000495740e-005, +1.15383356051e+003
+2.90647580600e+006, +1.20827360363e+003, +1.66724144145e+001, +1.89822744150e-005, +1.15747867089e+003
+2.92779861100e+006, +1.21158184887e+003, +1.66197935692e+001, +1.88376708457e-005, +1.16096659054e+003
+2.94927784700e+006, +1.21460409704e+003, +1.65382010425e+001, +1.86576666241e-005, +1.16435611878e+003
+2.97091466100e+006, +1.21653454009e+003, +1.63658626999e+001, +1.83632227942e-005, +1.16724302478e+003
+2.99271021000e+006, +1.21879654458e+003, +1.62110379659e+001, +1.80952637311e-005, +1.17033709712e+003
+3.01466565700e+006, +1.22115108795e+003, +1.60644392025e+001, +1.78397286089e-005, +1.17346646325e+003
+3.03678217700e+006, +1.22372493806e+003, +1.59308857596e+001, +1.76034272242e-005, +1.17672593382e+003
+3.05906095000e+006, +1.22658479357e+003, +1.58076687499e+001, +1.73840547742e-005, +1.18019724755e+003
+3.08150316700e+006, +1.23091079129e+003, +1.57171509199e+001, +1.72216528547e-005, +1.18488790060e+003
+3.10411002700e+006, +1.23516089566e+003, +1.56367996764e+001, +1.70697505226e-005, +1.18944715556e+003
+3.12688273800e+006, +1.23901372409e+003, +1.55571660574e+001, +1.69138676430e-005, +1.19362039991e+003
+3.14982251600e+006, +1.24241527649e+003, +1.54779613275e+001, +1.67531640522e-005, +1.19735681842e+003
+3.17293058800e+006, +1.24537543705e+003, +1.53992192798e+001, +1.65880250137e-005, +1.20066524169e+003
+3.19620818800e+006, +1.24697840371e+003, +1.53363515936e+001, +1.64227163961e-005, +1.20257326428e+003
+3.21965656000e+006, +1.24752464008e+003, +1.52838790998e+001, +1.62557809498e-005, +1.20340171995e+003
+3.24327695600e+006, +1.24827705804e+003, +1.52225965208e+001, +1.60839148939e-005, +1.20447878124e+003
+3.26707063800e+006, +1.24939906438e+003, +1.51436801196e+001, +1.59002240477e-005, +1.20601212214e+003
+3.29103887900e+006, +1.25067033369e+003, +1.50530734775e+001, +1.57081409399e-005, +1.20775441420e+003
+3.31518295800e+006, +1.25230440431e+003, +1.49391673181e+001, +1.54986632638e-005, +1.20997661300e+003
+3.33950416500e+006, +1.25449083089e+003, +1.47625703577e+001, +1.52345313927e-005, +1.21308016066e+003
+3.36400380000e+006, +1.25678795453e+003, +1.45991176071e+001, +1.49871840674e-005, +1.21621010770e+003
+3.38868317200e+006, +1.25912773806e+003, +1.44414234351e+001, +1.47481701099e-005, +1.21934321913e+003
+3.41354360000e+006, +1.26166646309e+003, +1.42965905830e+001, +1.45262346491e-005, +1.22259319210e+003
+3.43858641100e+006, +1.26415270014e+003, +1.41642311459e+001, +1.43178389458e-005, +1.22572031218e+003
+3.46381294400e+006, +1.26709783671e+003, +1.40755187403e+001, +1.41592569749e-005, +1.22905451435e+003
+3.48922454700e+006, +1.27011229231e+003, +1.39879214656e+001, +1.40036465817e-005, +1.23244927695e+003
+3.51482257700e+006, +1.27302817995e+003, +1.38995655612e+001, +1.38473011555e-005, +1.23575175457e+003
+3.54060840200e+006, +1.27589389221e+003, +1.38065003396e+001, +1.36869489449e-005, +1.23902975982e+003
+3.56658340000e+006, +1.27865732304e+003, +1.37059078386e+001, +1.35193940692e-005, +1.24224716470e+003
+3.59274895900e+006, +1.28140851493e+003, +1.36064424739e+001, +1.33540526406e-005, +1.24544521408e+003
+3.61910647600e+006, +1.28402703457e+003, +1.35125959369e+001, +1.31939758280e-005, +1.24848333798e+003
+3.64565736100e+006, +1.28655477961e+003, +1.34013258148e+001, +1.30175891496e-005, +1.25152255597e+003
+3.67240303000e+006, +1.28900100687e+003, +1.32806936205e+001, +1.28329134527e-005, +1.25452839583e+003
+3.69934491400e+006, +1.29117975379e+003, +1.31498660817e+001, +1.26375042242e-005, +1.25732287419e+003
+3.72648445300e+006, +1.29300831259e+003, +1.30040003918e+001, +1.24262900900e-005, +1.25984828214e+003
+3.75382309500e+006, +1.29330353859e+003, +1.28003985558e+001, +1.21486746533e-005, +1.26116211742e+003
+3.78136230200e+006, +1.29416853283e+003, +1.26066138620e+001, +1.18885436641e-005, +1.26296816699e+003
+3.80910354500e+006, +1.29552798232e+003, +1.24295236510e+001, +1.16510277094e-005, +1.26516274815e+003
+3.83704830600e+006, +1.29756442657e+003, +1.22592884156e+001, +1.14281416520e-005, +1.26797567149e+003
+3.86519807900e+006, +1.30016565632e+003, +1.21055498199e+001, +1.12272394220e-005, +1.27125377896e+003
+3.89355436700e+006, +1.30513241082e+003, +1.19708576886e+001, +1.10653930009e-005, +1.27674998887e+003
+3.92211868600e+006, +1.31059092785e+003, +1.18424712999e+001, +1.09141423937e-005, +1.28269570017e+003
+3.95089256100e+006, +1.31564607706e+003, +1.17302129107e+001, +1.07747973552e-005, +1.28816978462e+003
+3.97987753100e+006, +1.32029071619e+003, +1.16290566718e+001, +1.06428013067e-005, +1.29318930679e+003
+4.00907514300e+006, +1.32466521982e+003, +1.15330520162e+001, +1.05139754274e-005, +1.29791961027e+003
+4.03848695800e+006, +1.32840421133e+003, +1.14956614138e+001, +1.04333873003e-005, +1.30175615514e+003
+4.06811454700e+006, +1.33160822429e+003, +1.15084515785e+001, +1.03937793286e-005, +1.30483662128e+003
+4.09795949300e+006, +1.33452779577e+003, +1.14892252459e+001, +1.03236621460e-005, +1.30778676723e+003
+4.12802339100e+006, +1.33711302226e+003, +1.14329516937e+001, +1.02187066447e-005, +1.31058113877e+003
+4.15830784700e+006, +1.33940652453e+003, +1.13487774656e+001, +1.00878552150e-005, +1.31321776358e+003
+4.18881447900e+006, +1.34113794954e+003, +1.12238056331e+001, +9.91833587113e-006, +1.31548783985e+003
+4.21954491800e+006, +1.34057295612e+003, +1.09351206890e+001, +9.59193367667e-006, +1.31623166096e+003
+4.25050080400e+006, +1.34065380203e+003, +1.06768930547e+001, +9.30041922278e-006, +1.31744385984e+003
+4.28168379200e+006, +1.34137326333e+003, +1.04481262883e+001, +9.04193451179e-006, +1.31913261669e+003
+4.31309554800e+006, +1.34275011598e+003, +1.02505443868e+001, +8.81721252903e-006, +1.32131849065e+003
+4.34473775100e+006, +1.34464451503e+003, +1.00850815799e+001, +8.62533433678e-006, +1.32386815420e+003
+4.37661209000e+006, +1.34940809004e+003, +1.00536756885e+001, +8.56636756519e-006, +1.32868744875e+003
+4.40872027000e+006, +1.35452398507e+003, +1.00456929189e+001, +8.52951188391e-006, +1.33375771941e+003
+4.44106400500e+006, +1.35924238653e+003, +1.00043785912e+001, +8.46230007383e-006, +1.33857439896e+003
+4.47364502400e+006, +1.36345831742e+003, +9.93130358498e+000, +8.36579494080e-006, +1.34302722935e+003
+4.50646506700e+006, +1.36709013546e+003, +9.83128486583e+000, +8.24395670712e-006, +1.34701416136e+003
+4.53952588800e+006, +1.36926442110e+003, +9.63360214048e+000, +8.03368537938e-006, +1.34995514047e+003
+4.57282925400e+006, +1.37016437707e+003, +9.35508120043e+000, +7.75177859880e-006, +1.35194105774e+003
+4.60637694300e+006, +1.37121551817e+003, +9.10364612488e+000, +7.49601135827e-006, +1.35394333107e+003
+4.64017074900e+006, +1.37257511655e+003, +8.87809110519e+000, +7.26574169215e-006, +1.35613022828e+003
+4.67421247600e+006, +1.37425686855e+003, +8.68110996688e+000, +7.06267633762e-006, +1.35851297338e+003
+4.70850394400e+006, +1.37629407275e+003, +8.52039656727e+000, +6.89261049008e-006, +1.36110416614e+003
+4.74304698500e+006, +1.37963458866e+003, +8.48867682414e+000, +6.83367290282e-006, +1.36452076780e+003
+4.77784344400e+006, +1.38285770973e+003, +8.43923857458e+000, +6.76043847002e-006, +1.36788420547e+003
+4.81289518100e+006, +1.38595585223e+003, +8.36706705089e+000, +6.66912787451e-006, +1.37120392714e+003
+4.84820406800e+006, +1.38891149685e+003, +8.27333600159e+000, +6.56087229654e-006, +1.37445690270e+003
+4.88377199200e+006, +1.39169751124e+003, +8.15717205285e+000, +6.43514704787e-006, +1.37761710617e+003
+4.91960085400e+006, +1.39403787369e+003, +7.98144417806e+000, +6.26207379225e-006, +1.38053395348e+003
+4.95569256700e+006, +1.39612032138e+003, +7.78476886273e+000, +6.07329905374e-006, +1.38325351344e+003
+4.99204906000e+006, +1.39846720841e+003, +7.58719496837e+000, +5.88683935118e-006, +1.38622373075e+003
+5.02867227500e+006, +1.40079862269e+003, +7.38543902923e+000, +5.69892405345e-006, +1.38917740410e+003
+5.06556417000e+006, +1.40322848096e+003, +7.18036856487e+000, +5.51070822808e-006, +1.39222378284e+003
+5.10272671500e+006, +1.40639537329e+003, +6.96178704866e+000, +5.31684735771e-006, +1.39602631646e+003
+5.14016189600e+006, +1.41027279472e+003, +6.72316543836e+000, +5.11211407646e-006, +1.40057490838e+003
+5.17787171300e+006, +1.41360522643e+003, +6.50007659445e+000, +4.91881897455e-006, +1.40451815409e+003
+5.21585818100e+006, +1.41651256700e+003, +6.29617714172e+000, +4.74017834581e-006, +1.40796855256e+003
+5.25412333000e+006, +1.41894500716e+003, +6.10865883620e+000, +4.57388864804e-006, +1.41088805805e+003
+5.29266920300e+006, +1.42065955920e+003, +5.94352542731e+000, +4.42361907127e-006, +1.41302272209e+003
+5.33149786100e+006, +1.41983649055e+003, +5.88038606711e+000, +4.34239910447e-006, +1.41236523649e+003
+5.37061137800e+006, +1.41946992890e+003, +5.80003802430e+000, +4.25097762629e-006, +1.41220315382e+003
+5.41001184300e+006, +1.41960400802e+003, +5.70343690528e+000, +4.15035905899e-006, +1.41257641517e+003
+5.44970136300e+006, +1.42019073475e+003, +5.58808013325e+000, +4.03873504174e-006, +1.41344153346e+003
+5.48968205700e+006, +1.42118715866e+003, +5.44783497523e+000, +3.91174863101e-006, +1.41476772548e+003
+5.52995606200e+006, +1.42333806603e+003, +5.27189331589e+000, +3.76389517568e-006, +1.41731719108e+003
+5.57052553000e+006, +1.42590621170e+003, +5.07509087251e+000, +3.60386123977e-006, +1.42031611429e+003
+5.61139262800e+006, +1.42863162860e+003, +4.86893472094e+000, +3.43920627818e-006, +1.42347635716e+003
+5.65255953900e+006, +1.43161150185e+003, +4.65623114797e+000, +3.27215544821e-006, +1.42688673968e+003
+5.69402846400e+006, +1.43475309419e+003, +4.43690611535e+000, +3.10242384209e-006, +1.43045332298e+003
+5.73580161700e+006, +1.43896990247e+003, +4.17371860704e+000, +2.90598985638e-006, +1.43515370599e+003
+5.77788123100e+006, +1.44422231254e+003, +3.87471153679e+000, +2.68825978478e-006, +1.44092111115e+003
+5.82026955500e+006, +1.44890776616e+003, +3.59886361937e+000, +2.48699503636e-006, +1.44605048178e+003
+5.86296885200e+006, +1.45294864034e+003, +3.34821238953e+000, +2.30354110264e-006, +1.45046849343e+003
+5.90598140400e+006, +1.45626582714e+003, +3.12162531410e+000, +2.13703668861e-006, +1.45410500255e+003
+5.94930951000e+006, +1.45888637281e+003, +2.92720926894e+000, +1.99304558059e-006, +1.45698284474e+003
+5.99295548400e+006, +1.45897268477e+003, +2.87457426281e+000, +1.94309901545e-006, +1.45713687419e+003
+6.03692165900e+006, +1.45919938155e+003, +2.79363207672e+000, +1.87496736419e-006, +1.45746521122e+003
+6.08121038200e+006, +1.45958884140e+003, +2.69319834634e+000, +1.79492540632e-006, +1.45797666713e+003
+6.12582402200e+006, +1.46014525708e+003, +2.56187993625e+000, +1.69567686659e-006, +1.45868588515e+003
+6.17076496100e+006, +1.46090773513e+003, +2.40856914969e+000, +1.58347964236e-006, +1.45961710497e+003
+6.21603560100e+006, +1.46195753229e+003, +2.15973251898e+000, +1.41063897790e-006, +1.46091902868e+003
+6.26163836000e+006, +1.46323303478e+003, +1.88827594636e+000, +1.22549023770e-006, +1.46243846901e+003
+6.30757567600e+006, +1.46447516092e+003, +1.62905934424e+000, +1.05049848149e-006, +1.46388325688e+003
+6.35385000100e+006, +1.46599424674e+003, +1.38231236231e+000, +8.85843224080e-007, +1.46556761975e+003
+6.40046380900e+006, +1.46738711866e+003, +1.14257048694e+000, +7.27587070106e-007, +1.46709536182e+003
+6.44741959100e+006, +1.46896341887e+003, +9.35301470422e-001, +5.91908905697e-007, +1.46876770153e+003
+6.49471985500e+006, +1.47052296420e+003, +7.57665662104e-001, +4.76511992535e-007, +1.47039439249e+003
+6.54236712800e+006, +1.47224157197e+003, +5.72961171048e-001, +3.58145598267e-007, +1.47216795963e+003
+6.59036395600e+006, +1.47414803810e+003, +3.89886877015e-001, +2.42250378733e-007, +1.47411390769e+003
+6.63871290400e+006, +1.47626783920e+003, +2.00405689955e-001, +1.23790675450e-007, +1.47625880875e+003
+6.68741655400e+006, +1.47853117600e+003, +1.32500544638e-002, +8.13743006716e-009, +1.47853113646e+003
+6.73647751000e+006, +1.48196737196e+003, -1.89305539210e-001, -1.15682005419e-007, +1.48195928305e+003
+6.78589839200e+006, +1.48530415115e+003, -3.84449226116e-001, -2.33744431642e-007, +1.48527071498e+003
+6.83568184100e+006, +1.48833184634e+003, -5.87004274972e-001, -3.55016959021e-007, +1.48825373695e+003
+6.88583051600e+006, +1.49114782139e+003, -7.90865388634e-001, -4.75719164082e-007, +1.49100577059e+003
+6.93634709800e+006, +1.49390158336e+003, -9.95083585394e-001, -5.95287000628e-007, +1.49367628660e+003
+6.98723428500e+006, +1.49722571404e+003, -1.18992556591e+000, -7.08219770818e-007, +1.49690283787e+003
+7.03849479700e+006, +1.50035155730e+003, -1.38022762710e+000, -8.17183238656e-007, +1.49991624774e+003
+7.09013137100e+006, +1.50284249307e+003, -1.58624033187e+000, -9.33835095036e-007, +1.50226659126e+003
+7.14214676700e+006, +1.50458875353e+003, -1.80033031736e+000, -1.05333682588e-006, +1.50384605732e+003
+7.19454376400e+006, +1.50582182680e+003, -2.02436205169e+000, -1.17669973240e-006, +1.50488203960e+003
+7.24732516200e+006, +1.50491495002e+003, -2.27945804606e+000, -1.31446413610e-006, +1.50372413962e+003
+7.30049378000e+006, +1.50185677270e+003, -2.56417666374e+000, -1.46479464360e-006, +1.50035301918e+003
+7.35405246000e+006, +1.49941622267e+003, -2.83137867864e+000, -1.60292854915e-006, +1.49758578697e+003
+7.40800406200e+006, +1.49785686619e+003, -3.09163661505e+000, -1.73557855405e-006, +1.49567681565e+003
+7.46235147100e+006, +1.49722335490e+003, -3.33821149703e+000, -1.85941575722e-006, +1.49468287261e+003
+7.51709758900e+006, +1.49739662412e+003, -3.57059915660e+000, -1.97444079774e-006, +1.49448990393e+003
+7.57224534100e+006, +1.50118191570e+003, -3.74540229873e+000, -2.06108200573e-006, +1.49797564378e+003
+7.62779767400e+006, +1.50463386626e+003, -3.92664352029e+000, -2.14986221668e-006, +1.50110180249e+003
+7.68375755600e+006, +1.50769041022e+003, -4.12302255627e+000, -2.24531277630e-006, +1.50378846725e+003
+7.74012797800e+006, +1.51043204203e+003, -4.32746855178e+000, -2.34353519192e-006, +1.50612591036e+003
+7.79691195000e+006, +1.51278168206e+003, -4.53801260214e+000, -2.44322049563e-006, +1.50803920382e+003
+7.85411250700e+006, +1.51421792313e+003, -4.77421065754e+000, -2.55380458087e-006, +1.50896422661e+003
+7.91173270500e+006, +1.51521467492e+003, -5.01503782390e+000, -2.66452370079e-006, +1.50941411332e+003
+7.96977562200e+006, +1.51605273828e+003, -5.25794218392e+000, -2.77441730578e-006, +1.50967354357e+003
+8.02824436100e+006, +1.51679257520e+003, -5.51231658065e+000, -2.88846483199e-006, +1.50977827699e+003
+8.08714204400e+006, +1.51737674394e+003, -5.76791095644e+000, -3.00110098260e-006, +1.50969449360e+003
+8.14647181800e+006, +1.51747369326e+003, -6.03939580527e+000, -3.11916310975e-006, +1.50905139243e+003
+8.20623685400e+006, +1.51724379573e+003, -6.32149123229e+000, -3.24001410238e-006, +1.50801853619e+003
+8.26644034500e+006, +1.51688692543e+003, -6.60529824675e+000, -3.35940359014e-006, +1.50681803161e+003
+8.32708550800e+006, +1.51699556438e+003, -6.88339565512e+000, -3.47493201377e-006, +1.50606123625e+003
+8.38817558200e+006, +1.51705810126e+003, -7.16391687397e+000, -3.58963721367e-006, +1.50521508949e+003
+8.44971383200e+006, +1.51748445428e+003, -7.43852450940e+000, -3.70037601083e-006, +1.50471381909e+003
+8.51170354500e+006, +1.51815310345e+003, -7.70559834981e+000, -3.80621201606e-006, +1.50444433766e+003
+8.57414803400e+006, +1.51910929026e+003, -7.97168213854e+000, -3.91060048388e-006, +1.50442973112e+003
+8.63705063500e+006, +1.52012202099e+003, -8.24329221051e+000, -4.01616805150e-006, +1.50441639260e+003
+8.70041470900e+006, +1.52128998787e+003, -8.51446524014e+000, -4.12028529202e-006, +1.50452311306e+003
