!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:52:03 2026

BEGIN CH1_DATA
DCV(V), +1.851e-004, DCI(A), -2.556e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.73532364070e+007, +2.27469089331e+002, -5.13514548589e+001, -4.92981873808e-007, +1.42063893884e+002
+5.77739974830e+007, +2.22400782906e+002, -5.08252100105e+001, -4.74952739749e-007, +1.40487965292e+002
+5.81978453930e+007, +2.17357135651e+002, -5.02614909943e+001, -4.57084567100e-007, +1.38953111585e+002
+5.86248027820e+007, +2.12364574290e+002, -4.96598947455e+001, -4.39438934790e-007, +1.37468572074e+002
+5.90548924620e+007, +2.07392222066e+002, -4.90153960195e+001, -4.21927657465e-007, +1.36019475994e+002
+5.94881374140e+007, +2.02461924808e+002, -4.83307603997e+001, -4.04623351291e-007, +1.34602642215e+002
+5.99245607840e+007, +1.97555478465e+002, -4.75930162772e+001, -3.87418399531e-007, +1.33229911700e+002
+6.03641858910e+007, +1.92778818292e+002, -4.67740898882e+001, -3.70360297765e-007, +1.32029718541e+002
+6.08070362240e+007, +1.87960795773e+002, -4.59511017957e+001, -3.53597698807e-007, +1.30683883460e+002
+6.12531354440e+007, +1.83215666872e+002, -4.50782858618e+001, -3.37079238078e-007, +1.29375905304e+002
+6.17025073850e+007, +1.78536008585e+002, -4.41512477442e+001, -3.20773479278e-007, +1.28100221220e+002
+6.21551760580e+007, +1.73936152367e+002, -4.31624315672e+001, -3.04672030040e-007, +1.26872042689e+002
+6.26111656490e+007, +1.69406048123e+002, -4.21121567500e+001, -2.88768928993e-007, +1.25671094526e+002
+6.30705005200e+007, +1.64946202748e+002, -4.09959895429e+001, -2.73051219660e-007, +1.24494053674e+002
+6.35332052140e+007, +1.60568602786e+002, -3.98102660390e+001, -2.57529972766e-007, +1.23343793947e+002
+6.39993044520e+007, +1.56270179696e+002, -3.85505516631e+001, -2.42187563061e-007, +1.22212439835e+002
+6.44688231390e+007, +1.52065651895e+002, -3.72156667803e+001, -2.27052051440e-007, +1.21099697261e+002
+6.49417863590e+007, +1.47953523009e+002, -3.57972295420e+001, -2.12088215080e-007, +1.20003934103e+002
+6.54182193850e+007, +1.43969925684e+002, -3.42884557583e+001, -1.97323534340e-007, +1.18949654294e+002
+6.58981476700e+007, +1.40104685611e+002, -3.26856398604e+001, -1.82732999815e-007, +1.17918570205e+002
+6.63815968570e+007, +1.36375868341e+002, -3.09803633499e+001, -1.68306732301e-007, +1.16921000605e+002
+6.68685927780e+007, +1.32794977058e+002, -2.91693773115e+001, -1.54049013230e-007, +1.15954276261e+002
+6.73591614510e+007, +1.29376791913e+002, -2.72476784307e+001, -1.39956016053e-007, +1.15020585903e+002
+6.78533290870e+007, +1.26129148419e+002, -2.52138388264e+001, -1.26029384839e-007, +1.14112091171e+002
+6.83511220900e+007, +1.23061654838e+002, -2.30649756027e+001, -1.12262237097e-007, +1.13224248609e+002
+6.88525670560e+007, +1.20197629552e+002, -2.07970240264e+001, -9.86496837725e-008, +1.12366047175e+002
+6.93576907780e+007, +1.17545386551e+002, -1.84150374378e+001, -8.52075455754e-008, +1.11526255927e+002
+6.98665202440e+007, +1.15113768373e+002, -1.59114772750e+001, -7.18901674284e-008, +1.10703346853e+002
+7.03790826390e+007, +1.12931690705e+002, -1.32952764973e+001, -5.87303533738e-008, +1.09904876889e+002
+7.08954053510e+007, +1.11021312683e+002, -1.05772814970e+001, -4.57499064283e-008, +1.09134861955e+002
+7.14155159660e+007, +1.09393804506e+002, -7.76516600538e+000, -3.29395812836e-008, +1.08390681705e+002
+7.19394422740e+007, +1.08063581891e+002, -4.86536923005e+000, -2.02769920757e-008, +1.07674200922e+002
+7.24672122670e+007, +1.07057704470e+002, -1.88966705998e+000, -7.75319001806e-009, +1.06999484244e+002
+7.29988541430e+007, +1.06382573157e+002, +1.14363754954e+000, +4.62925937561e-009, +1.06361381856e+002
+7.35343963090e+007, +1.06026286801e+002, +4.21652240733e+000, +1.68726326881e-008, +1.05739307150e+002
+7.40738673780e+007, +1.06002028447e+002, +7.31057378239e+000, +2.89813816110e-008, +1.05140335442e+002
+7.46172961730e+007, +1.06301854599e+002, +1.04060656962e+001, +4.09538909021e-008, +1.04553439367e+002
+7.51647117300e+007, +1.06934033967e+002, +1.34816890103e+001, +5.27872222819e-008, +1.03987410720e+002
+7.57161432970e+007, +1.07876557716e+002, +1.65097068531e+001, +6.44390078554e-008, +1.03428980298e+002
+7.62716203360e+007, +1.09151972123e+002, +1.94811884030e+001, +7.59593311373e-008, +1.02903134930e+002
+7.68311725270e+007, +1.10749681037e+002, +2.23837785134e+001, +8.73638789208e-008, +1.02405122786e+002
+7.73948297650e+007, +1.12658234969e+002, +2.52024772321e+001, +9.86496528447e-008, +1.01934144670e+002
+7.79626221680e+007, +1.14869540940e+002, +2.79258593964e+001, +1.09821986443e-007, +1.01493482415e+002
+7.85345800700e+007, +1.17372938478e+002, +3.05500249204e+001, +1.20903574147e-007, +1.01079896250e+002
+7.91107340330e+007, +1.20148915250e+002, +3.30661744826e+001, +1.31881764090e-007, +1.00689713600e+002
+7.96911148400e+007, +1.23182269253e+002, +3.54655213862e+001, +1.42740049464e-007, +1.00327624488e+002
+8.02757534990e+007, +1.26452505546e+002, +3.77492803168e+001, +1.53483508398e-007, +9.99856501166e+001
+8.08646812490e+007, +1.29950463022e+002, +3.99174997351e+001, +1.64119519646e-007, +9.96680025803e+001
+8.14579295550e+007, +1.33659107472e+002, +4.19681128032e+001, +1.74633528909e-007, +9.93778327814e+001
+8.20555301130e+007, +1.37569246855e+002, +4.39039538865e+001, +1.85033242495e-007, +9.91190907598e+001
+8.26575148550e+007, +1.41664085249e+002, +4.57329746063e+001, +1.95329539570e-007, +9.88819958168e+001
+8.32639159420e+007, +1.45936830553e+002, +4.74573007532e+001, +2.05523883240e-007, +9.86736513106e+001
+8.38747657750e+007, +1.50369823466e+002, +4.90819742264e+001, +2.15609910347e-007, +9.84890134022e+001
+8.44900969920e+007, +1.54960515534e+002, +5.06126209479e+001, +2.25602402295e-007, +9.83317884818e+001
+8.51099424680e+007, +1.59689724688e+002, +5.20473423501e+001, +2.35466471424e-007, +9.82108011821e+001
+8.57343353230e+007, +1.64554724794e+002, +5.34048123957e+001, +2.45255981653e-007, +9.81005238837e+001
+8.63633089160e+007, +1.69550974110e+002, +5.46815767765e+001, +2.54950354597e-007, +9.80208125791e+001
+8.69968968550e+007, +1.74677501965e+002, +5.58821494687e+001, +2.64559697444e-007, +9.79760780858e+001
+8.76351329900e+007, +1.79924070960e+002, +5.70116641907e+001, +2.74081647427e-007, +9.79629509590e+001
+8.82780514230e+007, +1.85290780158e+002, +5.80766840932e+001, +2.83533484247e-007, +9.79787574523e+001
+8.89256865050e+007, +1.90765617762e+002, +5.90788990275e+001, +2.92898659863e-007, +9.80262912757e+001
+8.95780728380e+007, +1.96357784641e+002, +6.00230196918e+001, +3.02202369362e-007, +9.81105631760e+001
+9.02352452780e+007, +2.02052476515e+002, +6.09122756726e+001, +3.11428330511e-007, +9.82274402419e+001
+9.08972389390e+007, +2.07846440565e+002, +6.17545980818e+001, +3.20592088526e-007, +9.83631144792e+001
+9.15640891900e+007, +2.13780164580e+002, +6.25475311412e+001, +3.29745321854e-007, +9.85553521733e+001
+9.22358316610e+007, +2.19799076277e+002, +6.33000506162e+001, +3.38827427828e-007, +9.87597273791e+001
+9.29125022420e+007, +2.25907182194e+002, +6.40098872152e+001, +3.47834572085e-007, +9.89961508684e+001
+9.35941370880e+007, +2.32110951260e+002, +6.46799269661e+001, +3.56782259192e-007, +9.92679521814e+001
+9.42807726170e+007, +2.38386196156e+002, +6.53133057271e+001, +3.65639677830e-007, +9.95634444080e+001
+9.49724455180e+007, +2.44741207183e+002, +6.59125335819e+001, +3.74424264019e-007, +9.98864163749e+001
+9.56691927440e+007, +2.51074955171e+002, +6.64814106328e+001, +3.82990417387e-007, +1.00190603213e+002
+9.63710515240e+007, +2.57534083642e+002, +6.70164315691e+001, +3.91549954592e-007, +1.00558593347e+002
+9.70780593570e+007, +2.64088388735e+002, +6.75228138582e+001, +4.00069355368e-007, +1.00965093498e+002
+9.77902540170e+007, +2.70746724952e+002, +6.79946268791e+001, +4.08542434574e-007, +1.01447049308e+002
+9.85076735580e+007, +2.77523574112e+002, +6.84347753080e+001, +4.16996854288e-007, +1.02006610138e+002
+9.92303563110e+007, +2.84493991070e+002, +6.88304089783e+001, +4.25505113262e-007, +1.02739229826e+002
+9.99583408880e+007, +2.91575180416e+002, +6.91962432243e+001, +4.33981743246e-007, +1.03558248436e+002
+1.00691666184e+008, +2.98765092365e+002, +6.95477825511e+001, +4.42465411714e-007, +1.04396323959e+002
+1.01430371382e+008, +3.06030873675e+002, +6.98850458206e+001, +4.50904991827e-007, +1.05245482171e+002
+1.02174495950e+008, +3.13387813401e+002, +7.02092855823e+001, +4.59324548710e-007, +1.06108548470e+002
+1.02924079645e+008, +3.20849439229e+002, +7.05302182410e+001, +4.67769626674e-007, +1.06942216332e+002
+1.03679162518e+008, +3.28366752644e+002, +7.08560705008e+001, +4.76190482518e-007, +1.07685350952e+002
+1.04439784913e+008, +3.35987542187e+002, +7.11524478826e+001, +4.84555544363e-007, +1.08541194547e+002
+1.05205987469e+008, +3.43674341637e+002, +7.14340038013e+001, +4.92851030081e-007, +1.09424801403e+002
+1.05977811123e+008, +3.51486244421e+002, +7.16997854329e+001, +5.01157072407e-007, +1.10365278835e+002
+1.06755297115e+008, +3.59386951107e+002, +7.19465955831e+001, +5.09410148038e-007, +1.11375210585e+002
+1.07538486984e+008, +3.67217597250e+002, +7.21988210100e+001, +5.17455249738e-007, +1.12263889960e+002
+1.08327422577e+008, +3.75254034948e+002, +7.24247567863e+001, +5.25589107829e-007, +1.13310958196e+002
+1.09122146044e+008, +3.83351450578e+002, +7.26233702161e+001, +5.33602167155e-007, +1.14488502977e+002
+1.09922699849e+008, +3.91600702616e+002, +7.28060835366e+001, +5.41652085330e-007, +1.15759759728e+002
+1.10729126764e+008, +4.00026278409e+002, +7.29497728663e+001, +5.49700985207e-007, +1.17291671738e+002
+1.11541469877e+008, +4.08701011457e+002, +7.30278254526e+001, +5.57763670215e-007, +1.19302786246e+002
+1.12359772589e+008, +4.17554027163e+002, +7.30769618535e+001, +5.65843322795e-007, +1.21544505974e+002
+1.13184078623e+008, +4.26537735731e+002, +7.31219291770e+001, +5.73944700619e-007, +1.23839245106e+002
+1.14014432022e+008, +4.35609129649e+002, +7.31753965346e+001, +5.82046701438e-007, +1.26083949830e+002
+1.14850877149e+008, +4.44758680727e+002, +7.32291591803e+001, +5.90111152074e-007, +1.28332696480e+002
+1.15693458697e+008, +4.53959258988e+002, +7.32872919143e+001, +5.98114494533e-007, +1.30546405935e+002
+1.16542221683e+008, +4.63205699214e+002, +7.33576988112e+001, +6.06075511228e-007, +1.32660173399e+002
+1.17397211457e+008, +4.72497970041e+002, +7.34402293643e+001, +6.13994956947e-007, +1.34669209908e+002
+1.18258473700e+008, +4.81775656138e+002, +7.35428099394e+001, +6.21821401950e-007, +1.36486494129e+002
+1.19126054430e+008, +4.90996170415e+002, +7.36584520570e+001, +6.29480677336e-007, +1.38147976942e+002
+1.20000000000e+008, +4.99834129756e+002, +7.38124535345e+001, +6.36643456447e-007, +1.39344945621e+002
END
