!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:05:22 2026

BEGIN CH1_DATA
DCV(V), +3.442e-004, DCI(A), +3.352e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.23419629000e+005, +3.46289785139e+001, +8.77920790147e+001, +2.46499445243e-005, +1.33411443653e+000
+2.25058704000e+005, +3.48774934698e+001, +8.77882035906e+001, +2.46459697150e-005, +1.34604603354e+000
+2.26709805000e+005, +3.51279198516e+001, +8.77843783785e+001, +2.46420858959e-005, +1.35805435393e+000
+2.28373018000e+005, +3.53807406521e+001, +8.77806792368e+001, +2.46386200514e-005, +1.37011101865e+000
+2.30048433000e+005, +3.56346912975e+001, +8.77769080823e+001, +2.46346765450e-005, +1.38228887849e+000
+2.31736139000e+005, +3.58906685339e+001, +8.77732576040e+001, +2.46308754964e-005, +1.39450334692e+000
+2.33436227000e+005, +3.61487078635e+001, +8.77694651158e+001, +2.46272246452e-005, +1.40692018353e+000
+2.35148788000e+005, +3.64087589110e+001, +8.77647439805e+001, +2.46236644430e-005, +1.42003924037e+000
+2.36873912000e+005, +3.66708002943e+001, +8.77605805238e+001, +2.46201943148e-005, +1.43292224713e+000
+2.38611692000e+005, +3.69346788355e+001, +8.77563003367e+001, +2.46166900543e-005, +1.44599041151e+000
+2.40362221000e+005, +3.71997006345e+001, +8.77510564677e+001, +2.46126699709e-005, +1.45976800243e+000
+2.42125593000e+005, +3.74669109906e+001, +8.77479906400e+001, +2.46088755344e-005, +1.47225697122e+000
+2.43901901000e+005, +3.77364583692e+001, +8.77446894034e+001, +2.46053499944e-005, +1.48502139409e+000
+2.45691241000e+005, +3.80079781317e+001, +8.77410061121e+001, +2.46018398414e-005, +1.49814782534e+000
+2.47493708000e+005, +3.82814577513e+001, +8.77370899120e+001, +2.45983301544e-005, +1.51154200363e+000
+2.49309398000e+005, +3.85571528498e+001, +8.77330634246e+001, +2.45949770309e-005, +1.52513531978e+000
+2.51138409000e+005, +3.88347950167e+001, +8.77286711041e+001, +2.45915936273e-005, +1.53909226570e+000
+2.52980838000e+005, +3.91141215902e+001, +8.77244069968e+001, +2.45880148355e-005, +1.55307116421e+000
+2.54836784000e+005, +3.93955706598e+001, +8.77192179476e+001, +2.45844913470e-005, +1.56781150203e+000
+2.56706345000e+005, +3.96782949382e+001, +8.77145505443e+001, +2.45805125599e-005, +1.58229266930e+000
+2.58589622000e+005, +3.99640771178e+001, +8.77107672541e+001, +2.45771821504e-005, +1.59632586299e+000
+2.60486716000e+005, +4.02517775367e+001, +8.77065790261e+001, +2.45737595318e-005, +1.61075776076e+000
+2.62397727000e+005, +4.05411839319e+001, +8.77026488343e+001, +2.45701204471e-005, +1.62511763614e+000
+2.64322758000e+005, +4.08334244870e+001, +8.76994993273e+001, +2.45669484609e-005, +1.63907505064e+000
+2.66261911000e+005, +4.11274663437e+001, +8.76959656291e+001, +2.45635878928e-005, +1.65341252018e+000
+2.68215291000e+005, +4.14235716766e+001, +8.76924063389e+001, +2.45601952070e-005, +1.66788779483e+000
+2.70183001000e+005, +4.17219270105e+001, +8.76890721490e+001, +2.45568763738e-005, +1.68232677491e+000
+2.72165147000e+005, +4.20223466725e+001, +8.76849975944e+001, +2.45534956307e-005, +1.69742636522e+000
+2.74161835000e+005, +4.23252025124e+001, +8.76797885929e+001, +2.45502538561e-005, +1.71350456434e+000
+2.76173171000e+005, +4.26302695946e+001, +8.76758547401e+001, +2.45470509557e-005, +1.72877951439e+000
+2.78199263000e+005, +4.29376387110e+001, +8.76711408698e+001, +2.45438937448e-005, +1.74477388977e+000
+2.80240219000e+005, +4.32470419081e+001, +8.76671431928e+001, +2.45406459507e-005, +1.76036147304e+000
+2.82296147000e+005, +4.35586189571e+001, +8.76620294330e+001, +2.45373476921e-005, +1.77692861171e+000
+2.84367159000e+005, +4.38721220449e+001, +8.76584154625e+001, +2.45338976102e-005, +1.79248260154e+000
+2.86453365000e+005, +4.41882714809e+001, +8.76546885805e+001, +2.45306623948e-005, +1.80827139651e+000
+2.88554875000e+005, +4.45064922815e+001, +8.76505996092e+001, +2.45273072345e-005, +1.82446720623e+000
+2.90671803000e+005, +4.48272394748e+001, +8.76467450723e+001, +2.45240848925e-005, +1.84062887121e+000
+2.92804261000e+005, +4.51509849823e+001, +8.76426838851e+001, +2.45212322392e-005, +1.85711967099e+000
+2.94952364000e+005, +4.54766746538e+001, +8.76385824352e+001, +2.45181666388e-005, +1.87376835121e+000
+2.97116225000e+005, +4.58049632947e+001, +8.76342352822e+001, +2.45152306665e-005, +1.89076714061e+000
+2.99295962000e+005, +4.61358803955e+001, +8.76301300657e+001, +2.45124364814e-005, +1.90772974489e+000
+3.01491690000e+005, +4.64689868371e+001, +8.76261911885e+001, +2.45095392503e-005, +1.92469561397e+000
+3.03703526000e+005, +4.68049096603e+001, +8.76222303862e+001, +2.45068572622e-005, +1.94184197450e+000
+3.05931589000e+005, +4.71424793623e+001, +8.76186760052e+001, +2.45037764489e-005, +1.95876905811e+000
+3.08175998000e+005, +4.74832592706e+001, +8.76147051121e+001, +2.45010886763e-005, +1.97621644459e+000
+3.10436872000e+005, +4.78260610761e+001, +8.76103243076e+001, +2.44981676659e-005, +1.99413717066e+000
+3.12714333000e+005, +4.81718293460e+001, +8.76063025479e+001, +2.44955032323e-005, +2.01193256962e+000
+3.15008502000e+005, +4.85195515805e+001, +8.76023492211e+001, +2.44925646671e-005, +2.02980030303e+000
+3.17319502000e+005, +4.88700233974e+001, +8.75980237958e+001, +2.44897397112e-005, +2.04814828697e+000
+3.19647456000e+005, +4.92233067583e+001, +8.75933712871e+001, +2.44870483627e-005, +2.06694792554e+000
+3.21992488000e+005, +4.95787092057e+001, +8.75884111544e+001, +2.44841369275e-005, +2.08615998409e+000
+3.24354725000e+005, +4.99367251870e+001, +8.75835934680e+001, +2.44812514027e-005, +2.10541966495e+000
+3.26734291000e+005, +5.02977462397e+001, +8.75788959307e+001, +2.44785725932e-005, +2.12476105602e+000
+3.29131315000e+005, +5.06611926202e+001, +8.75737594201e+001, +2.44757966766e-005, +2.14465202609e+000
+3.31545924000e+005, +5.10269167393e+001, +8.75692672132e+001, +2.44728654474e-005, +2.16413142119e+000
+3.33978248000e+005, +5.13963160382e+001, +8.75647833489e+001, +2.44704273014e-005, +2.18381678103e+000
+3.36428415000e+005, +5.17679050066e+001, +8.75602975577e+001, +2.44677602996e-005, +2.20365484130e+000
+3.38896558000e+005, +5.21428673016e+001, +8.75556203763e+001, +2.44654121295e-005, +2.22386889869e+000
+3.41382808000e+005, +5.25200018136e+001, +8.75508677856e+001, +2.44628094091e-005, +2.24430598536e+000
+3.43887298000e+005, +5.28999968560e+001, +8.75466353208e+001, +2.44602777206e-005, +2.26444825812e+000
+3.46410162000e+005, +5.32824112993e+001, +8.75414761798e+001, +2.44575777038e-005, +2.28561132457e+000
+3.48951534000e+005, +5.36678539555e+001, +8.75366104966e+001, +2.44550033886e-005, +2.30669872636e+000
+3.51511550000e+005, +5.40560962163e+001, +8.75318361554e+001, +2.44524359931e-005, +2.32788598634e+000
+3.54090347000e+005, +5.44474949922e+001, +8.75261648740e+001, +2.44500083977e-005, +2.35012562631e+000
+3.56688064000e+005, +5.48421201423e+001, +8.75210319140e+001, +2.44477656004e-005, +2.37206744799e+000
+3.59304838000e+005, +5.52398070123e+001, +8.75157720983e+001, +2.44456097030e-005, +2.39433478144e+000
+3.61940809000e+005, +5.56402952488e+001, +8.75114829736e+001, +2.44434355984e-005, +2.41585496776e+000
+3.64596119000e+005, +5.60442146960e+001, +8.75068550327e+001, +2.44414853342e-005, +2.43791538298e+000
+3.67270908000e+005, +5.64515377530e+001, +8.75016366354e+001, +2.44397282261e-005, +2.46077050645e+000
+3.69965321000e+005, +5.68609853056e+001, +8.74965965753e+001, +2.44376150616e-005, +2.48361572243e+000
+3.72679501000e+005, +5.72736173796e+001, +8.74915259195e+001, +2.44355929505e-005, +2.50670281528e+000
+3.75413593000e+005, +5.76886578487e+001, +8.74857396389e+001, +2.44333092207e-005, +2.53068831413e+000
+3.78167744000e+005, +5.81065699986e+001, +8.74800103054e+001, +2.44309693025e-005, +2.55482610365e+000
+3.80942099000e+005, +5.85278228009e+001, +8.74750963732e+001, +2.44287754997e-005, +2.57836245482e+000
+3.83736808000e+005, +5.89524203027e+001, +8.74691011132e+001, +2.44266817866e-005, +2.60323011479e+000
+3.86552020000e+005, +5.93800002610e+001, +8.74636471466e+001, +2.44245579538e-005, +2.62775809425e+000
+3.89387885000e+005, +5.98106805932e+001, +8.74582218636e+001, +2.44224342965e-005, +2.65247495593e+000
+3.92244555000e+005, +6.02450473592e+001, +8.74524933135e+001, +2.44205329447e-005, +2.67775567162e+000
+3.95122183000e+005, +6.06830879119e+001, +8.74470814483e+001, +2.44188464276e-005, +2.70295171658e+000
+3.98020921000e+005, +6.11236298447e+001, +8.74413891907e+001, +2.44168814640e-005, +2.72864088500e+000
+4.00940926000e+005, +6.15679730423e+001, +8.74357767022e+001, +2.44151570261e-005, +2.75450191345e+000
+4.03882352000e+005, +6.20154175582e+001, +8.74299387364e+001, +2.44133774952e-005, +2.78083273986e+000
+4.06845358000e+005, +6.24660893872e+001, +8.74245005408e+001, +2.44115958860e-005, +2.80696426722e+000
+4.09830101000e+005, +6.29209421480e+001, +8.74188672214e+001, +2.44101618979e-005, +2.83358356663e+000
+4.12836742000e+005, +6.33786100849e+001, +8.74129097709e+001, +2.44085301007e-005, +2.86077742247e+000
+4.15865440000e+005, +6.38398301330e+001, +8.74069020248e+001, +2.44069825387e-005, +2.88828301105e+000
+4.18916357000e+005, +6.43046354002e+001, +8.74005960583e+001, +2.44055159102e-005, +2.91638212808e+000
+4.21989657000e+005, +6.47722180578e+001, +8.73946086630e+001, +2.44038266102e-005, +2.94434991594e+000
+4.25085504000e+005, +6.52434722111e+001, +8.73883545426e+001, +2.44022335178e-005, +2.97288598151e+000
+4.28204062000e+005, +6.57180489865e+001, +8.73826809159e+001, +2.44006122395e-005, +3.00101141593e+000
+4.31345500000e+005, +6.61967164345e+001, +8.73764936350e+001, +2.43992161253e-005, +3.03001074521e+000
+4.34509984000e+005, +6.66782529261e+001, +8.73702380474e+001, +2.43975925933e-005, +3.05932435413e+000
+4.37697683000e+005, +6.71642489079e+001, +8.73631270324e+001, +2.43962996238e-005, +3.08994976347e+000
+4.40908769000e+005, +6.76531791341e+001, +8.73559193741e+001, +2.43947851435e-005, +3.12094498029e+000
+4.44143412000e+005, +6.81460879394e+001, +8.73488350249e+001, +2.43934229406e-005, +3.15210056333e+000
+4.47401785000e+005, +6.86427473551e+001, +8.73419637408e+001, +2.43921213005e-005, +3.18329682105e+000
+4.50684063000e+005, +6.91427291352e+001, +8.73351401137e+001, +2.43907153926e-005, +3.21470905350e+000
+4.53990421000e+005, +6.96463289895e+001, +8.73286465924e+001, +2.43893074638e-005, +3.24600802382e+000
+4.57321035000e+005, +7.01535810152e+001, +8.73227891675e+001, +2.43879065003e-005, +3.27681361501e+000
+4.60676083000e+005, +7.06655720202e+001, +8.73170950682e+001, +2.43868691125e-005, +3.30774339402e+000
+4.64055746000e+005, +7.11807809996e+001, +8.73106915757e+001, +2.43856396077e-005, +3.33980607725e+000
+4.67460202000e+005, +7.16997369207e+001, +8.73040634526e+001, +2.43844022451e-005, +3.37244076941e+000
+4.70889635000e+005, +7.22231409794e+001, +8.72974474084e+001, +2.43833891927e-005, +3.40538987768e+000
+4.74344227000e+005, +7.27500606326e+001, +8.72892079998e+001, +2.43822408805e-005, +3.44068477830e+000
+4.77824163000e+005, +7.32815701157e+001, +8.72811156524e+001, +2.43813431445e-005, +3.47616083851e+000
+4.81329628000e+005, +7.38164697174e+001, +8.72731632937e+001, +2.43802849833e-005, +3.51176794118e+000
+4.84860811000e+005, +7.43557214465e+001, +8.72655940780e+001, +2.43793809542e-005, +3.54723428509e+000
+4.88417900000e+005, +7.48993486203e+001, +8.72570579190e+001, +2.43785987439e-005, +3.58431477656e+000
+4.92001085000e+005, +7.54467484218e+001, +8.72500620440e+001, +2.43777822550e-005, +3.61971218715e+000
+4.95610557000e+005, +7.59985684948e+001, +8.72431194863e+001, +2.43771011337e-005, +3.65538503727e+000
+4.99246509000e+005, +7.65542666054e+001, +8.72354845362e+001, +2.43763551519e-005, +3.69230244877e+000
+5.02909136000e+005, +7.71144411971e+001, +8.72281570451e+001, +2.43757456915e-005, +3.72917089799e+000
+5.06598633000e+005, +7.76783278627e+001, +8.72203754834e+001, +2.43750050629e-005, +3.76697726353e+000
+5.10315197000e+005, +7.82474213908e+001, +8.72119915749e+001, +2.43745890707e-005, +3.80601139418e+000
+5.14059027000e+005, +7.88193825740e+001, +8.72026694795e+001, +2.43737505304e-005, +3.84664078404e+000
+5.17830323000e+005, +7.93961492423e+001, +8.71932157227e+001, +2.43731003770e-005, +3.88787349960e+000
+5.21629287000e+005, +7.99770350403e+001, +8.71836649008e+001, +2.43724166144e-005, +3.92963392346e+000
+5.25456120000e+005, +8.05627577701e+001, +8.71747436650e+001, +2.43719230533e-005, +3.97094195382e+000
+5.29311029000e+005, +8.11530651501e+001, +8.71659642043e+001, +2.43715204431e-005, +4.01245819376e+000
+5.33194218000e+005, +8.17489664214e+001, +8.71578902668e+001, +2.43715103861e-005, +4.05342706580e+000
+5.37105896000e+005, +8.23485751888e+001, +8.71493903522e+001, +2.43712930439e-005, +4.09535942917e+000
+5.41046271000e+005, +8.29532282496e+001, +8.71408534446e+001, +2.43712642753e-005, +4.13777449020e+000
+5.45015554000e+005, +8.35624333830e+001, +8.71323078897e+001, +2.43712675370e-005, +4.18060975235e+000
+5.49013956000e+005, +8.41762900276e+001, +8.71239892278e+001, +2.43713265443e-005, +4.22352690389e+000
+5.53041692000e+005, +8.47947060944e+001, +8.71155870879e+001, +2.43713975910e-005, +4.26697480666e+000
+5.57098977000e+005, +8.54173060007e+001, +8.71070023524e+001, +2.43713616124e-005, +4.31108678113e+000
+5.61186028000e+005, +8.60450527763e+001, +8.70981638663e+001, +2.43714825886e-005, +4.35602611505e+000
+5.65303062000e+005, +8.66778103836e+001, +8.70891556364e+001, +2.43717110927e-005, +4.40166967471e+000
+5.69450300000e+005, +8.73143531736e+001, +8.70799598703e+001, +2.43716926414e-005, +4.44799007034e+000
+5.73627963000e+005, +8.79552968509e+001, +8.70702783622e+001, +2.43715871534e-005, +4.49548400102e+000
+5.77836275000e+005, +8.86013566005e+001, +8.70600106880e+001, +2.43715812387e-005, +4.54436172284e+000
+5.82075461000e+005, +8.92521978577e+001, +8.70494251589e+001, +2.43715773772e-005, +4.59421112768e+000
+5.86345747000e+005, +8.99085516284e+001, +8.70390724600e+001, +2.43717761239e-005, +4.64422044715e+000
+5.90647360000e+005, +9.05693524282e+001, +8.70286431650e+001, +2.43718702422e-005, +4.69481791834e+000
+5.94980532000e+005, +9.12355454231e+001, +8.70188913889e+001, +2.43721215711e-005, +4.74485857565e+000
+5.99345493000e+005, +9.19062897335e+001, +8.70096968180e+001, +2.43722920629e-005, +4.79447045665e+000
+6.03742477000e+005, +9.25828855592e+001, +8.70002846496e+001, +2.43726993477e-005, +4.84495451919e+000
+6.08171718000e+005, +9.32639288335e+001, +8.69908088989e+001, +2.43729651583e-005, +4.89599726302e+000
+6.12633454000e+005, +9.39506024676e+001, +8.69809739232e+001, +2.43733832109e-005, +4.94814955126e+000
+6.17127923000e+005, +9.46429873180e+001, +8.69708203114e+001, +2.43739621669e-005, +5.00136447809e+000
+6.21655364000e+005, +9.53412058655e+001, +8.69595007285e+001, +2.43747009576e-005, +5.05707108350e+000
+6.26216020000e+005, +9.60458558229e+001, +8.69479947326e+001, +2.43757595274e-005, +5.11370743511e+000
+6.30810134000e+005, +9.67558405219e+001, +8.69365149420e+001, +2.43768497148e-005, +5.17086710550e+000
+6.35437952000e+005, +9.74699260504e+001, +8.69247548205e+001, +2.43776455662e-005, +5.22900684988e+000
+6.40099722000e+005, +9.81900083768e+001, +8.69137319000e+001, +2.43786377050e-005, +5.28650049243e+000
+6.44795691000e+005, +9.89151975857e+001, +8.69030034191e+001, +2.43795833305e-005, +5.34403896143e+000
+6.49526112000e+005, +9.96441775310e+001, +8.68929254025e+001, +2.43801601660e-005, +5.40092436327e+000
+6.54291236000e+005, +1.00379631851e+002, +8.68823145709e+001, +2.43809915985e-005, +5.45934981659e+000
+6.59091319000e+005, +1.01121493910e+002, +8.68714441091e+001, +2.43820523325e-005, +5.51885430508e+000
+6.63926617000e+005, +1.01869367772e+002, +8.68604711436e+001, +2.43832364618e-005, +5.57915089079e+000
+6.68797388000e+005, +1.02623741138e+002, +8.68495107616e+001, +2.43846501546e-005, +5.64006800027e+000
+6.73703892000e+005, +1.03385858247e+002, +8.68376258079e+001, +2.43865501943e-005, +5.70336592716e+000
+6.78646392000e+005, +1.04153985078e+002, +8.68259326498e+001, +2.43885357976e-005, +5.76696396042e+000
+6.83625152000e+005, +1.04928069694e+002, +8.68140336517e+001, +2.43905739601e-005, +5.83158227195e+000
+6.88640438000e+005, +1.05707581121e+002, +8.68025362895e+001, +2.43925454911e-005, +5.89608424224e+000
+6.93692517000e+005, +1.06491641268e+002, +8.67905269787e+001, +2.43942194284e-005, +5.96210298957e+000
+6.98781659000e+005, +1.07280798629e+002, +8.67784038742e+001, +2.43957263440e-005, +6.02894881393e+000
+7.03908138000e+005, +1.08074535085e+002, +8.67663146753e+001, +2.43969465630e-005, +6.09632224282e+000
+7.09072226000e+005, +1.08875129763e+002, +8.67540380678e+001, +2.43983821149e-005, +6.16477367292e+000
+7.14274199000e+005, +1.09681657676e+002, +8.67413433904e+001, +2.43998070793e-005, +6.23470359507e+000
+7.19514335000e+005, +1.10495742077e+002, +8.67287524943e+001, +2.44015827970e-005, +6.30522142040e+000
+7.24792915000e+005, +1.11315962926e+002, +8.67157807224e+001, +2.44033687601e-005, +6.37718642495e+000
+7.30110220000e+005, +1.12144432932e+002, +8.67021350146e+001, +2.44056072679e-005, +6.45131324359e+000
+7.35466534000e+005, +1.12977596237e+002, +8.66879897151e+001, +2.44075141525e-005, +6.52708823558e+000
+7.40862144000e+005, +1.13819640064e+002, +8.66748726301e+001, +2.44100221738e-005, +6.60174963791e+000
+7.46297338000e+005, +1.14666696187e+002, +8.66607292548e+001, +2.44122346330e-005, +6.67913790223e+000
+7.51772406000e+005, +1.15522245250e+002, +8.66467159255e+001, +2.44149117023e-005, +6.75717827514e+000
+7.57287640000e+005, +1.16381331895e+002, +8.66330994789e+001, +2.44170005174e-005, +6.83503903972e+000
+7.62843337000e+005, +1.17248482263e+002, +8.66190316824e+001, +2.44194255854e-005, +6.91470455591e+000
+7.68439791000e+005, +1.18122460913e+002, +8.66053332051e+001, +2.44219347149e-005, +6.99443904400e+000
+7.74077303000e+005, +1.19003272064e+002, +8.65915558228e+001, +2.44245059026e-005, +7.07516010916e+000
+7.79756174000e+005, +1.19891748916e+002, +8.65774269954e+001, +2.44272906191e-005, +7.15749529896e+000
+7.85476706000e+005, +1.20788959386e+002, +8.65639017638e+001, +2.44305144407e-005, +7.23952081112e+000
+7.91239206000e+005, +1.21692742340e+002, +8.65503420872e+001, +2.44337079532e-005, +7.32243724802e+000
+7.97043982000e+005, +1.22603233347e+002, +8.65365682221e+001, +2.44368841322e-005, +7.40664298847e+000
+8.02891343000e+005, +1.23521417331e+002, +8.65223078390e+001, +2.44402209896e-005, +7.49279878526e+000
+8.08781602000e+005, +1.24446463169e+002, +8.65086134895e+001, +2.44435686727e-005, +7.57860113246e+000
+8.14715074000e+005, +1.25379060123e+002, +8.64937904800e+001, +2.44470074753e-005, +7.66777127142e+000
+8.20692075000e+005, +1.26316918280e+002, +8.64785374705e+001, +2.44500994456e-005, +7.75869186355e+000
+8.26712926000e+005, +1.27264227371e+002, +8.64632798030e+001, +2.44536579130e-005, +7.85070364445e+000
+8.32777948000e+005, +1.28217773061e+002, +8.64478317677e+001, +2.44570445954e-005, +7.94403001102e+000
+8.38887464000e+005, +1.29179960276e+002, +8.64323338170e+001, +2.44607121114e-005, +8.03851905360e+000
+8.45041802000e+005, +1.30149709463e+002, +8.64168584284e+001, +2.44644431388e-005, +8.13394847588e+000
+8.51241290000e+005, +1.31129065507e+002, +8.64018424104e+001, +2.44686194981e-005, +8.22945386197e+000
+8.57486260000e+005, +1.32115872705e+002, +8.63869251213e+001, +2.44728126527e-005, +8.32571337745e+000
+8.63777044000e+005, +1.33109191979e+002, +8.63712829950e+001, +2.44768171631e-005, +8.42457778283e+000
+8.70113979000e+005, +1.34112020255e+002, +8.63553263339e+001, +2.44811844529e-005, +8.52532200249e+000
+8.76497405000e+005, +1.35122732769e+002, +8.63398844063e+001, +2.44856242793e-005, +8.62591494239e+000
+8.82927661000e+005, +1.36140491029e+002, +8.63225975177e+001, +2.44899097029e-005, +8.73187741194e+000
+8.89405091000e+005, +1.37167256069e+002, +8.63040496805e+001, +2.44943982844e-005, +8.84204481988e+000
+8.95930042000e+005, +1.38202515197e+002, +8.62860280866e+001, +2.44990327025e-005, +8.95215829742e+000
+9.02502861000e+005, +1.39245624715e+002, +8.62687162736e+001, +2.45036918752e-005, +9.06171043287e+000
+9.09123902000e+005, +1.40295878550e+002, +8.62518961032e+001, +2.45082361121e-005, +9.17115656509e+000
+9.15793516000e+005, +1.41358078875e+002, +8.62353654029e+001, +2.45134852380e-005, +9.28128904244e+000
+9.22512060000e+005, +1.42429734935e+002, +8.62210067199e+001, +2.45190382184e-005, +9.38726831173e+000
+9.29279894000e+005, +1.43507863167e+002, +8.62057452125e+001, +2.45242829181e-005, +9.49646747315e+000
+9.36097378000e+005, +1.44595604712e+002, +8.61898447522e+001, +2.45297551857e-005, +9.60848669726e+000
+9.42964878000e+005, +1.45691913703e+002, +8.61746164844e+001, +2.45353003527e-005, +9.71997381772e+000
+9.49882760000e+005, +1.46797720581e+002, +8.61574301905e+001, +2.45409869537e-005, +9.83768328781e+000
+9.56851394000e+005, +1.47912041487e+002, +8.61392304856e+001, +2.45466634174e-005, +9.95923712681e+000
+9.63871151000e+005, +1.49034722911e+002, +8.61207881257e+001, +2.45523155146e-005, +1.00826915870e+001
+9.70942408000e+005, +1.50168497717e+002, +8.61019181989e+001, +2.45583744710e-005, +1.02087381832e+001
+9.78065542000e+005, +1.51309779556e+002, +8.60825456700e+001, +2.45642359712e-005, +1.03373657515e+001
+9.85240933000e+005, +1.52460972723e+002, +8.60630741400e+001, +2.45702925847e-005, +1.04677053947e+001
+9.92468965000e+005, +1.53621269338e+002, +8.60428827657e+001, +2.45763816658e-005, +1.06013779884e+001
+9.99750024000e+005, +1.54789084242e+002, +8.60229433585e+001, +2.45822683317e-005, +1.07357075158e+001
+1.00708450000e+006, +1.55968951214e+002, +8.60020889996e+001, +2.45886264081e-005, +1.08741712796e+001
+1.01447278300e+006, +1.57157572096e+002, +8.59822155090e+001, +2.45949749704e-005, +1.10114200778e+001
+1.02191526900e+006, +1.58359589500e+002, +8.59615060128e+001, +2.46019708093e-005, +1.11527382636e+001
+1.02941235600e+006, +1.59573376182e+002, +8.59426423751e+001, +2.46094188607e-005, +1.12906269099e+001
+1.03696444300e+006, +1.60802920148e+002, +8.59243713737e+001, +2.46178727037e-005, +1.14287725974e+001
+1.04457193500e+006, +1.62038655511e+002, +8.59057257839e+001, +2.46258165418e-005, +1.15691980006e+001
+1.05223523700e+006, +1.63285278001e+002, +8.58868115563e+001, +2.46339618552e-005, +1.17119688694e+001
+1.05995476000e+006, +1.64542178724e+002, +8.58671003944e+001, +2.46421853474e-005, +1.18585827000e+001
+1.06773091600e+006, +1.65807387514e+002, +8.58470102791e+001, +2.46501935782e-005, +1.20077530706e+001
+1.07556412000e+006, +1.67082736089e+002, +8.58270538913e+001, +2.46582662632e-005, +1.21581558309e+001
+1.08345479100e+006, +1.68366365019e+002, +8.58067513624e+001, +2.46661036070e-005, +1.23110630254e+001
+1.09140335100e+006, +1.69661176925e+002, +8.57854045931e+001, +2.46740993491e-005, +1.24687813837e+001
+1.09941022300e+006, +1.70968540484e+002, +8.57647329505e+001, +2.46824902909e-005, +1.26263782837e+001
+1.10747583700e+006, +1.72289006765e+002, +8.57423044864e+001, +2.46912585061e-005, +1.27911549110e+001
+1.11560062200e+006, +1.73620175071e+002, +8.57190732854e+001, +2.47000717740e-005, +1.29601849449e+001
+1.12378501300e+006, +1.74965443473e+002, +8.56957591187e+001, +2.47094201800e-005, +1.31316001773e+001
+1.13202944700e+006, +1.76321797992e+002, +8.56722645013e+001, +2.47188550014e-005, +1.33054952259e+001
+1.14033436500e+006, +1.77690754184e+002, +8.56498986329e+001, +2.47286167461e-005, +1.34779628378e+001
+1.14870021100e+006, +1.79071068621e+002, +8.56260687628e+001, +2.47384310114e-005, +1.36569222742e+001
+1.15712743100e+006, +1.80463552804e+002, +8.56043806458e+001, +2.47485144941e-005, +1.38312313617e+001
+1.16561647500e+006, +1.81872664747e+002, +8.55847373467e+001, +2.47594563096e-005, +1.40013986854e+001
+1.17416779800e+006, +1.83292062999e+002, +8.55629339325e+001, +2.47702307492e-005, +1.41802127152e+001
+1.18278185600e+006, +1.84723801739e+002, +8.55420185146e+001, +2.47812056523e-005, +1.43582068545e+001
+1.19145911000e+006, +1.86168241484e+002, +8.55208836997e+001, +2.47923767131e-005, +1.45389437540e+001
+1.20020002200e+006, +1.87624100210e+002, +8.54991576047e+001, +2.48035457131e-005, +1.47235672908e+001
+1.20900506100e+006, +1.89097948817e+002, +8.54778854464e+001, +2.48155984530e-005, +1.49092144389e+001
+1.21787469600e+006, +1.90583168996e+002, +8.54559057103e+001, +2.48276024150e-005, +1.50991975235e+001
+1.22680940100e+006, +1.92078662624e+002, +8.54330284020e+001, +2.48393974444e-005, +1.52941316502e+001
+1.23580965400e+006, +1.93590444934e+002, +8.54091160252e+001, +2.48517426034e-005, +1.54950433209e+001
+1.24487593600e+006, +1.95114356671e+002, +8.53863695290e+001, +2.48641597687e-005, +1.56942286094e+001
+1.25400873000e+006, +1.96646242754e+002, +8.53601422076e+001, +2.48759478641e-005, +1.59071695774e+001
+1.26320852600e+006, +1.98189955634e+002, +8.53336625165e+001, +2.48877021688e-005, +1.61233372306e+001
+1.27247581500e+006, +1.99746632652e+002, +8.53063294975e+001, +2.48995316395e-005, +1.63449491587e+001
+1.28181109100e+006, +2.01324209404e+002, +8.52796255387e+001, +2.49124568304e-005, +1.65675548690e+001
+1.29121485300e+006, +2.02915337282e+002, +8.52528603492e+001, +2.49255151653e-005, +1.67929600846e+001
+1.30068760500e+006, +2.04523272079e+002, +8.52260025468e+001, +2.49390874862e-005, +1.70215712804e+001
+1.31022985100e+006, +2.06153320472e+002, +8.51997911688e+001, +2.49538197788e-005, +1.72512140036e+001
+1.31984210200e+006, +2.07797283216e+002, +8.51728967095e+001, +2.49686412650e-005, +1.74859785914e+001
+1.32952487200e+006, +2.09456922154e+002, +8.51451635141e+001, +2.49837410643e-005, +1.77266588456e+001
+1.33927867800e+006, +2.11125666191e+002, +8.51189934167e+001, +2.49984109436e-005, +1.79639719320e+001
+1.34910404000e+006, +2.12812702861e+002, +8.50909212760e+001, +2.50136003177e-005, +1.82114037589e+001
+1.35900148500e+006, +2.14511825364e+002, +8.50646391594e+001, +2.50286976495e-005, +1.84548415413e+001
+1.36897154000e+006, +2.16224940041e+002, +8.50376824683e+001, +2.50438225593e-005, +1.87035748289e+001
+1.37901473800e+006, +2.17957469752e+002, +8.50098340535e+001, +2.50595762318e-005, +1.89589777567e+001
+1.38913161700e+006, +2.19704677861e+002, +8.49819616937e+001, +2.50754237888e-005, +1.92174293728e+001
