!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:05:22 2026

BEGIN CH1_DATA
DCV(V), +3.442e-004, DCI(A), +3.352e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.48922459050e+007, +3.71472501808e+002, -7.91897773637e+001, -1.05793630498e-006, +6.96721082803e+001
+5.52949523950e+007, +3.63497130419e+002, -7.94642732258e+001, -1.02861173487e-006, +6.64649408433e+001
+5.57006132630e+007, +3.55848077719e+002, -7.97187190621e+001, -1.00044886699e-006, +6.35120357903e+001
+5.61092501850e+007, +3.49944682336e+002, -7.97707014154e+001, -9.76846828176e-007, +6.21459735275e+001
+5.65208849940e+007, +3.42856625081e+002, -8.00133627998e+001, -9.50808445756e-007, +5.94576786542e+001
+5.69355396830e+007, +3.36035682174e+002, -8.02521191457e+001, -9.25776554067e-007, +5.68952268920e+001
+5.73532364070e+007, +3.29425297523e+002, -8.05020794211e+001, -9.01621955989e-007, +5.43590648479e+001
+5.77739974830e+007, +3.23051598737e+002, -8.07545390310e+001, -8.78376612618e-007, +5.19028829534e+001
+5.81978453930e+007, +3.16924086324e+002, -8.09909140913e+001, -8.56007334170e-007, +4.96274880373e+001
+5.86248027820e+007, +3.11016173157e+002, -8.12084770409e+001, -8.34428204125e-007, +4.75355949548e+001
+5.90548924620e+007, +3.05305239498e+002, -8.14132346986e+001, -8.13585060331e-007, +4.55841933787e+001
+5.94881374140e+007, +2.99801708123e+002, -8.16020383342e+001, -7.93491004701e-007, +4.37853902420e+001
+5.99245607840e+007, +2.94500027544e+002, -8.17645194690e+001, -7.74103074740e-007, +4.21847220897e+001
+6.03641858910e+007, +2.89365651912e+002, -8.19206625634e+001, -7.55362806055e-007, +4.06686613892e+001
+6.08070362240e+007, +2.84402433859e+002, -8.20702479586e+001, -7.37270539974e-007, +3.92358385151e+001
+6.12531354440e+007, +2.79606204784e+002, -8.22135055647e+001, -7.19806488233e-007, +3.78816170584e+001
+6.17025073850e+007, +2.74957925657e+002, -8.23549604365e+001, -7.02920121955e-007, +3.65791740895e+001
+6.21551760580e+007, +2.70489260491e+002, -8.24904615105e+001, -6.86676047612e-007, +3.53505780003e+001
+6.26111656490e+007, +2.66159880856e+002, -8.26220536318e+001, -6.70965667046e-007, +3.41786241720e+001
+6.30705005200e+007, +2.61941304320e+002, -8.27458673835e+001, -6.55703788317e-007, +3.30754646815e+001
+6.35332052140e+007, +2.57829914065e+002, -8.28674821342e+001, -6.40883170219e-007, +3.20133606956e+001
+6.39993044520e+007, +2.53822906179e+002, -8.29837181554e+001, -6.26485795496e-007, +3.10048213378e+001
+6.44688231390e+007, +2.49895481989e+002, -8.30953655482e+001, -6.12445783098e-007, +3.00417199065e+001
+6.49417863590e+007, +2.46041413301e+002, -8.32007128793e+001, -5.98740893802e-007, +2.91292399652e+001
+6.54182193850e+007, +2.42308375605e+002, -8.33042553073e+001, -5.85487332806e-007, +2.82524235797e+001
+6.58981476700e+007, +2.38680238791e+002, -8.34025992789e+001, -5.72635036211e-007, +2.74224702953e+001
+6.63815968570e+007, +2.35156732711e+002, -8.34945874039e+001, -5.60175948569e-007, +2.66425696617e+001
+6.68685927780e+007, +2.31729184198e+002, -8.35849985132e+001, -5.48088744727e-007, +2.58908982929e+001
+6.73591614510e+007, +2.28417730112e+002, -8.36691296578e+001, -5.36409794318e-007, +2.51875843777e+001
+6.78533290870e+007, +2.25192459323e+002, -8.37514288281e+001, -5.25067333485e-007, +2.45104168632e+001
+6.83511220900e+007, +2.22040833901e+002, -8.38265593299e+001, -5.14021747169e-007, +2.38779399200e+001
+6.88525670560e+007, +2.18961077407e+002, -8.38980383355e+001, -5.03268025984e-007, +2.32751497699e+001
+6.93576907780e+007, +2.15947574681e+002, -8.39665311222e+001, -4.92789502164e-007, +2.26981173121e+001
+6.98665202440e+007, +2.13006710446e+002, -8.40194486552e+001, -4.82585336513e-007, +2.21933552630e+001
+7.03790826390e+007, +2.10130783531e+002, -8.40681565803e+001, -4.72644432964e-007, +2.17160392383e+001
+7.08954053510e+007, +2.07322160809e+002, -8.41189098690e+001, -4.62973256066e-007, +2.12431076423e+001
+7.14155159660e+007, +2.04575443819e+002, -8.41749951075e+001, -4.53557937040e-007, +2.07624581685e+001
+7.19394422740e+007, +2.01874571904e+002, -8.42340957810e+001, -4.44356837734e-007, +2.02811758640e+001
+7.24672122670e+007, +1.99236242392e+002, -8.43029554925e+001, -4.35408085573e-007, +1.97778673048e+001
+7.29988541430e+007, +1.96657256488e+002, -8.43836127593e+001, -4.26701521852e-007, +1.92463623193e+001
+7.35343963090e+007, +1.94121346570e+002, -8.44566746955e+001, -4.18183724807e-007, +1.87518140094e+001
+7.40738673780e+007, +1.91629838649e+002, -8.45200657870e+001, -4.09853682905e-007, +1.83001024716e+001
+7.46172961730e+007, +1.89187243679e+002, -8.45769026332e+001, -4.01720675782e-007, +1.78800186099e+001
+7.51647117300e+007, +1.86778001221e+002, -8.46263236576e+001, -3.93748552206e-007, +1.74919293887e+001
+7.57161432970e+007, +1.84393014779e+002, -8.46494862910e+001, -3.85904374928e-007, +1.71943559481e+001
+7.62716203360e+007, +1.82056286304e+002, -8.46758398585e+001, -3.78255359708e-007, +1.68930848145e+001
+7.68311725270e+007, +1.79772732890e+002, -8.47024050356e+001, -3.70806605093e-007, +1.65981990886e+001
+7.73948297650e+007, +1.77527734129e+002, -8.47299469552e+001, -3.63525323583e-007, +1.63059466066e+001
+7.79626221680e+007, +1.75339924760e+002, -8.47587540827e+001, -3.56446925350e-007, +1.60172093693e+001
+7.85345800700e+007, +1.73195688514e+002, -8.47974944570e+001, -3.49545312428e-007, +1.57047147864e+001
+7.91107340330e+007, +1.71099560017e+002, -8.48351228352e+001, -3.42820422095e-007, +1.54027377651e+001
+7.96911148400e+007, +1.69043543178e+002, -8.48699427914e+001, -3.36252612215e-007, +1.51153335401e+001
+8.02757534990e+007, +1.67010669604e+002, -8.49024727515e+001, -3.29806244864e-007, +1.48391167760e+001
+8.08646812490e+007, +1.65017276292e+002, -8.49345199460e+001, -3.23512588183e-007, +1.45700649736e+001
+8.14579295550e+007, +1.63043148202e+002, -8.49599644232e+001, -3.17326898039e-007, +1.43236365062e+001
+8.20555301130e+007, +1.61103256676e+002, -8.49825192855e+001, -3.11278560246e-007, +1.40900382655e+001
+8.26575148550e+007, +1.59197877209e+002, -8.50053121519e+001, -3.05367495467e-007, +1.38603053804e+001
+8.32639159420e+007, +1.57324972924e+002, -8.50246047926e+001, -2.99585967709e-007, +1.36444699013e+001
+8.38747657750e+007, +1.55480717236e+002, -8.50432503392e+001, -2.93926084672e-007, +1.34341138561e+001
+8.44900969920e+007, +1.53664617189e+002, -8.50608281906e+001, -2.88384901592e-007, +1.32302287394e+001
+8.51099424680e+007, +1.51879507739e+002, -8.50776853329e+001, -2.82966065755e-007, +1.30320147348e+001
+8.57343353230e+007, +1.50119793615e+002, -8.50910490372e+001, -2.77656188747e-007, +1.28461372853e+001
+8.63633089160e+007, +1.48389256091e+002, -8.51050180744e+001, -2.72462319667e-007, +1.26620049148e+001
+8.69968968550e+007, +1.46678523113e+002, -8.51168802917e+001, -2.67364488399e-007, +1.24857715878e+001
+8.76351329900e+007, +1.44993344467e+002, -8.51296068540e+001, -2.62372917658e-007, +1.23102340946e+001
+8.82780514230e+007, +1.43323862470e+002, -8.51421230514e+001, -2.57467861615e-007, +1.21372954522e+001
+8.89256865050e+007, +1.41680712750e+002, -8.51530715418e+001, -2.52666586030e-007, +1.19711699640e+001
+8.95780728380e+007, +1.40056196327e+002, -8.51654617870e+001, -2.47955001114e-007, +1.18037288736e+001
+9.02352452780e+007, +1.38451084311e+002, -8.51770782683e+001, -2.43332353218e-007, +1.16404816553e+001
+9.08972389390e+007, +1.36872202785e+002, -8.51860874684e+001, -2.38808631375e-007, +1.14862890802e+001
+9.15640891900e+007, +1.35300892632e+002, -8.51975956853e+001, -2.34351789401e-007, +1.13273446335e+001
+9.22358316610e+007, +1.33750646177e+002, -8.52096086176e+001, -2.29983486325e-007, +1.11696138726e+001
+9.29125022420e+007, +1.32221166342e+002, -8.52186793702e+001, -2.25700757299e-007, +1.10210263515e+001
+9.35941370880e+007, +1.30711602168e+002, -8.52271201370e+001, -2.21501682249e-007, +1.08760102677e+001
+9.42807726170e+007, +1.29224785719e+002, -8.52323996765e+001, -2.17388999054e-007, +1.07404317652e+001
+9.49724455180e+007, +1.27756344812e+002, -8.52361272057e+001, -2.13354637583e-007, +1.06101004868e+001
+9.56691927440e+007, +1.26328847910e+002, -8.52364448911e+001, -2.09434323058e-007, +1.04908495531e+001
+9.63710515240e+007, +1.24909613610e+002, -8.52334164917e+001, -2.05572389988e-007, +1.03795700429e+001
+9.70780593570e+007, +1.23500597763e+002, -8.52287790304e+001, -2.01771842093e-007, +1.02724469570e+001
+9.77902540170e+007, +1.22100878731e+002, -8.52227303789e+001, -1.98030448594e-007, +1.01688674291e+001
+9.85076735580e+007, +1.20707900852e+002, -8.52127702206e+001, -1.94342629668e-007, +1.00737672546e+001
+9.92303563110e+007, +1.19306645912e+002, -8.51964042028e+001, -1.90683062636e-007, +9.99078405201e+000
+9.99583408880e+007, +1.17914926491e+002, -8.51778414121e+001, -1.87081107174e-007, +9.91230852823e+000
+1.00691666184e+008, +1.16544978292e+002, -8.51588092730e+001, -1.83555765235e-007, +9.83572185291e+000
+1.01430371382e+008, +1.15195519139e+002, -8.51381212884e+001, -1.80103541360e-007, +9.76328032765e+000
+1.02174495950e+008, +1.13869196109e+002, -8.51163848356e+001, -1.76727602794e-007, +9.69391188530e+000
+1.02924079645e+008, +1.12563698905e+002, -8.50961056464e+001, -1.73423856036e-007, +9.62246770847e+000
+1.03679162518e+008, +1.11286037278e+002, -8.50783777881e+001, -1.70202181560e-007, +9.54755371799e+000
+1.04439784913e+008, +1.10026434615e+002, -8.50568142954e+001, -1.67044772849e-007, +9.48074427011e+000
+1.05205987469e+008, +1.08787460439e+002, -8.50361927444e+001, -1.63955750401e-007, +9.41299238521e+000
+1.05977811123e+008, +1.07570811635e+002, -8.50137151858e+001, -1.60935902766e-007, +9.34976192420e+000
+1.06755297115e+008, +1.06370349645e+002, -8.49924855837e+001, -1.57975785653e-007, +9.28468427374e+000
+1.07538486984e+008, +1.05193764231e+002, -8.49786805280e+001, -1.55087310125e-007, +9.20723314280e+000
+1.08327422577e+008, +1.04018128394e+002, -8.49670041941e+001, -1.52234480279e-007, +9.12545031255e+000
+1.09122146044e+008, +1.02843284322e+002, -8.49548275853e+001, -1.49416068368e-007, +9.04415389764e+000
+1.09922699849e+008, +1.01663053784e+002, -8.49432930093e+001, -1.46623067876e-007, +8.96075005671e+000
+1.10729126764e+008, +1.00481744489e+002, -8.49318813429e+001, -1.43861361676e-007, +8.87656249464e+000
+1.11541469877e+008, +9.92797063593e+001, -8.49032283392e+001, -1.41098916802e-007, +8.81982789219e+000
+1.12359772589e+008, +9.80743672728e+001, -8.48710125361e+001, -1.38363765817e-007, +8.76767280501e+000
+1.13184078623e+008, +9.68785797431e+001, -8.48387357682e+001, -1.35674460940e-007, +8.71512682239e+000
+1.14014432022e+008, +9.56889356133e+001, -8.48042517242e+001, -1.33025189992e-007, +8.66546358168e+000
+1.14850877149e+008, +9.45091919863e+001, -8.47694951443e+001, -1.30421049078e-007, +8.61572127329e+000
+1.15693458697e+008, +9.33346185361e+001, -8.47316041547e+001, -1.27854353240e-007, +8.57010928563e+000
+1.16542221683e+008, +9.21699764351e+001, -8.46920322560e+001, -1.25331427985e-007, +8.52655745451e+000
+1.17397211457e+008, +9.10117477356e+001, -8.46491008045e+001, -1.22846594348e-007, +8.48731067643e+000
+1.18258473700e+008, +8.98602633622e+001, -8.46037941713e+001, -1.20400021061e-007, +8.45067359309e+000
+1.19126054430e+008, +8.87135661078e+001, -8.45552540585e+001, -1.17988454597e-007, +8.41765614742e+000
+1.20000000000e+008, +8.75744923672e+001, -8.45027879616e+001, -1.15615091230e-007, +8.38940143397e+000
END
