!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:07:18 2026

BEGIN CH1_DATA
DCV(V), -5.838e-005, DCI(A), +2.609e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.23419629000e+005, +3.38517931751e+001, +8.78459145559e+001, +2.40975830074e-005, +1.27238827561e+000
+2.25058704000e+005, +3.40949926438e+001, +8.78416711657e+001, +2.40938781059e-005, +1.28405274652e+000
+2.26709805000e+005, +3.43396899380e+001, +8.78384903624e+001, +2.40900154321e-005, +1.29517333044e+000
+2.28373018000e+005, +3.45862011505e+001, +8.78348753316e+001, +2.40861867206e-005, +1.30665150668e+000
+2.30048433000e+005, +3.48349265299e+001, +8.78314337822e+001, +2.40826686067e-005, +1.31813915372e+000
+2.31736139000e+005, +3.50851269054e+001, +8.78277581028e+001, +2.40789319305e-005, +1.32985582328e+000
+2.33436227000e+005, +3.53375711614e+001, +8.78241765572e+001, +2.40755016127e-005, +1.34163174568e+000
+2.35148788000e+005, +3.55913483939e+001, +8.78201913194e+001, +2.40717382229e-005, +1.35374047842e+000
+2.36873912000e+005, +3.58475600440e+001, +8.78159305569e+001, +2.40683818246e-005, +1.36614950512e+000
+2.38611692000e+005, +3.61053789906e+001, +8.78119682517e+001, +2.40648725266e-005, +1.37847003810e+000
+2.40362221000e+005, +3.63646683020e+001, +8.78073784638e+001, +2.40610995192e-005, +1.39128039751e+000
+2.42125593000e+005, +3.66255602844e+001, +8.78038413666e+001, +2.40571734580e-005, +1.40352128053e+000
+2.43901901000e+005, +3.68890296285e+001, +8.78011138512e+001, +2.40537211769e-005, +1.41537241870e+000
+2.45691241000e+005, +3.71548091616e+001, +8.77974116680e+001, +2.40505221258e-005, +1.42796894751e+000
+2.47493708000e+005, +3.74219176718e+001, +8.77939052641e+001, +2.40469500726e-005, +1.44052317851e+000
+2.49309398000e+005, +3.76910924177e+001, +8.77901722640e+001, +2.40434679527e-005, +1.45333868899e+000
+2.51138409000e+005, +3.79627024526e+001, +8.77865663910e+001, +2.40403043202e-005, +1.46619913554e+000
+2.52980838000e+005, +3.82356030711e+001, +8.77820384690e+001, +2.40367069314e-005, +1.47975852094e+000
+2.54836784000e+005, +3.85106121862e+001, +8.77771940255e+001, +2.40331962990e-005, +1.49365535119e+000
+2.56706345000e+005, +3.87872157128e+001, +8.77727650125e+001, +2.40294552182e-005, +1.50737959619e+000
+2.58589622000e+005, +3.90661296882e+001, +8.77692303153e+001, +2.40259282568e-005, +1.52062722095e+000
+2.60486716000e+005, +3.93472465459e+001, +8.77653144073e+001, +2.40225158451e-005, +1.53425670241e+000
+2.62397727000e+005, +3.96303902967e+001, +8.77618032001e+001, +2.40191129216e-005, +1.54772403592e+000
+2.64322758000e+005, +3.99157376792e+001, +8.77586110828e+001, +2.40158155536e-005, +1.56109010859e+000
+2.66261911000e+005, +4.02028953120e+001, +8.77555223745e+001, +2.40123743955e-005, +1.57448634254e+000
+2.68215291000e+005, +4.04926104598e+001, +8.77525084933e+001, +2.40092263500e-005, +1.58796096565e+000
+2.70183001000e+005, +4.07841337763e+001, +8.77485866373e+001, +2.40058991682e-005, +1.60218285802e+000
+2.72165147000e+005, +4.10776406587e+001, +8.77449391620e+001, +2.40025095043e-005, +1.61632611807e+000
+2.74161835000e+005, +4.13735097327e+001, +8.77407591508e+001, +2.39992563726e-005, +1.63098405757e+000
+2.76173171000e+005, +4.16715768956e+001, +8.77365690644e+001, +2.39960420187e-005, +1.64577925819e+000
+2.78199263000e+005, +4.19716299897e+001, +8.77324926171e+001, +2.39927375499e-005, +1.66061340901e+000
+2.80240219000e+005, +4.22741665693e+001, +8.77279066528e+001, +2.39896082357e-005, +1.67596428806e+000
+2.82296147000e+005, +4.25784464718e+001, +8.77235446266e+001, +2.39862365906e-005, +1.69126651748e+000
+2.84367159000e+005, +4.28849866951e+001, +8.77200530864e+001, +2.39829189473e-005, +1.70605395668e+000
+2.86453365000e+005, +4.31936377012e+001, +8.77166325889e+001, +2.39795494568e-005, +1.72090930578e+000
+2.88554875000e+005, +4.35048272622e+001, +8.77129467514e+001, +2.39763507884e-005, +1.73610407646e+000
+2.90671803000e+005, +4.38181375793e+001, +8.77092446712e+001, +2.39730858017e-005, +1.75143602499e+000
+2.92804261000e+005, +4.41339575897e+001, +8.77056394763e+001, +2.39699603994e-005, +1.76683432863e+000
+2.94952364000e+005, +4.44526828688e+001, +8.77017765699e+001, +2.39671700594e-005, +1.78258861187e+000
+2.97116225000e+005, +4.47731893634e+001, +8.76980103996e+001, +2.39641030414e-005, +1.79838184547e+000
+2.99295962000e+005, +4.50964769152e+001, +8.76937032540e+001, +2.39612769273e-005, +1.81475450742e+000
+3.01491690000e+005, +4.54220000543e+001, +8.76907290613e+001, +2.39584214361e-005, +1.83020999912e+000
+3.03703526000e+005, +4.57499237218e+001, +8.76870606185e+001, +2.39555811310e-005, +1.84635000217e+000
+3.05931589000e+005, +4.60798648692e+001, +8.76828984337e+001, +2.39525507787e-005, +1.86301026943e+000
+3.08175998000e+005, +4.64125579741e+001, +8.76798596523e+001, +2.39497318983e-005, +1.87892061684e+000
+3.10436872000e+005, +4.67477587340e+001, +8.76755681054e+001, +2.39469462002e-005, +1.89598916390e+000
+3.12714333000e+005, +4.70850118637e+001, +8.76721387790e+001, +2.39439879003e-005, +1.91248328862e+000
+3.15008502000e+005, +4.74247728838e+001, +8.76682857218e+001, +2.39410604639e-005, +1.92947019851e+000
+3.17319502000e+005, +4.77670056685e+001, +8.76642408252e+001, +2.39381400512e-005, +1.94676329024e+000
+3.19647456000e+005, +4.81121717059e+001, +8.76600262826e+001, +2.39354476269e-005, +1.96436674148e+000
+3.21992488000e+005, +4.84592797151e+001, +8.76551697091e+001, +2.39324717212e-005, +1.98264290884e+000
+3.24354725000e+005, +4.88092141650e+001, +8.76511873788e+001, +2.39296688794e-005, +2.00034961014e+000
+3.26734291000e+005, +4.91612391205e+001, +8.76461676472e+001, +2.39266361117e-005, +2.01908009161e+000
+3.29131315000e+005, +4.95163212179e+001, +8.76418987397e+001, +2.39238667909e-005, +2.03734968448e+000
+3.31545924000e+005, +4.98737227449e+001, +8.76373456996e+001, +2.39209751519e-005, +2.05601485472e+000
+3.33978248000e+005, +5.02343721416e+001, +8.76332069094e+001, +2.39184089636e-005, +2.07450802944e+000
+3.36428415000e+005, +5.05973178851e+001, +8.76289588497e+001, +2.39156938456e-005, +2.09324466143e+000
+3.38896558000e+005, +5.09630766473e+001, +8.76251361535e+001, +2.39130756991e-005, +2.11177361566e+000
+3.41382808000e+005, +5.13317673161e+001, +8.76208744759e+001, +2.39105842330e-005, +2.13086595841e+000
+3.43887298000e+005, +5.17027942722e+001, +8.76159875651e+001, +2.39079289719e-005, +2.15067395775e+000
+3.46410162000e+005, +5.20759804348e+001, +8.76116160444e+001, +2.39050428942e-005, +2.17016714889e+000
+3.48951534000e+005, +5.24529038710e+001, +8.76071456747e+001, +2.39026309254e-005, +2.18996366789e+000
+3.51511550000e+005, +5.28320262292e+001, +8.76023811209e+001, +2.38999745240e-005, +2.21018194571e+000
+3.54090347000e+005, +5.32140548248e+001, +8.75974205657e+001, +2.38973893712e-005, +2.23076690633e+000
+3.56688064000e+005, +5.35992402695e+001, +8.75931252188e+001, +2.38949917302e-005, +2.25092881064e+000
+3.59304838000e+005, +5.39869594288e+001, +8.75878305565e+001, +2.38924640933e-005, +2.27219577014e+000
+3.61940809000e+005, +5.43784868011e+001, +8.75833771793e+001, +2.38903922652e-005, +2.29289719602e+000
+3.64596119000e+005, +5.47727043273e+001, +8.75792983680e+001, +2.38882619119e-005, +2.31341530648e+000
+3.67270908000e+005, +5.51694584229e+001, +8.75749250277e+001, +2.38859873885e-005, +2.33438014401e+000
+3.69965321000e+005, +5.55700874780e+001, +8.75697837307e+001, +2.38841295356e-005, +2.35631389476e+000
+3.72679501000e+005, +5.59726306192e+001, +8.75652217571e+001, +2.38818572850e-005, +2.37783536062e+000
+3.75413593000e+005, +5.63774725155e+001, +8.75599239338e+001, +2.38793106057e-005, +2.40024209421e+000
+3.78167744000e+005, +5.67856970209e+001, +8.75547989882e+001, +2.38769580994e-005, +2.42269674905e+000
+3.80942099000e+005, +5.71971292540e+001, +8.75496848436e+001, +2.38747110158e-005, +2.44535071515e+000
+3.83736808000e+005, +5.76112061231e+001, +8.75447916247e+001, +2.38723285038e-005, +2.46796940648e+000
+3.86552020000e+005, +5.80281961946e+001, +8.75396792006e+001, +2.38699073652e-005, +2.49100558966e+000
+3.89387885000e+005, +5.84489572262e+001, +8.75342708818e+001, +2.38677883925e-005, +2.51457988395e+000
+3.92244555000e+005, +5.88725139807e+001, +8.75288135421e+001, +2.38655650459e-005, +2.53840437989e+000
+3.95122183000e+005, +5.92991361098e+001, +8.75240968970e+001, +2.38633533956e-005, +2.56167604811e+000
+3.98020921000e+005, +5.97294257490e+001, +8.75184101712e+001, +2.38613544499e-005, +2.58618694556e+000
+4.00940926000e+005, +6.01628233593e+001, +8.75131647703e+001, +2.38593576821e-005, +2.61045505802e+000
+4.03882352000e+005, +6.05999921021e+001, +8.75080345816e+001, +2.38576096362e-005, +2.63484466105e+000
+4.06845358000e+005, +6.10401631763e+001, +8.75031312181e+001, +2.38557974695e-005, +2.65920184453e+000
+4.09830101000e+005, +6.14836325494e+001, +8.74979071131e+001, +2.38540186833e-005, +2.68412210526e+000
+4.12836742000e+005, +6.19304127222e+001, +8.74925086115e+001, +2.38522708346e-005, +2.70945629619e+000
+4.15865440000e+005, +6.23803980555e+001, +8.74865788676e+001, +2.38504973907e-005, +2.73559293290e+000
+4.18916357000e+005, +6.28331306678e+001, +8.74809813088e+001, +2.38485316891e-005, +2.76157941642e+000
+4.21989657000e+005, +6.32899616763e+001, +8.74755125006e+001, +2.38468744465e-005, +2.78769269459e+000
+4.25085504000e+005, +6.37492134608e+001, +8.74701164672e+001, +2.38448815468e-005, +2.81391903519e+000
+4.28204062000e+005, +6.42126423077e+001, +8.74645388442e+001, +2.38431989258e-005, +2.84061985243e+000
+4.31345500000e+005, +6.46792385744e+001, +8.74588229600e+001, +2.38414392952e-005, +2.86770713432e+000
+4.34509984000e+005, +6.51495843885e+001, +8.74530131136e+001, +2.38398092379e-005, +2.89516074758e+000
+4.37697683000e+005, +6.56232323527e+001, +8.74464507956e+001, +2.38381221865e-005, +2.92371768295e+000
+4.40908769000e+005, +6.61001271786e+001, +8.74399054272e+001, +2.38363642906e-005, +2.95250846450e+000
+4.44143412000e+005, +6.65805260956e+001, +8.74333234005e+001, +2.38346193101e-005, +2.98160753188e+000
+4.47401785000e+005, +6.70646268210e+001, +8.74269786884e+001, +2.38329533638e-005, +3.01070552650e+000
+4.50684063000e+005, +6.75524446831e+001, +8.74202870558e+001, +2.38313503093e-005, +3.04048648334e+000
+4.53990421000e+005, +6.80437767823e+001, +8.74144009846e+001, +2.38297502252e-005, +3.06958411131e+000
+4.57321035000e+005, +6.85389264023e+001, +8.74092089243e+001, +2.38282478746e-005, +3.09812581395e+000
+4.60676083000e+005, +6.90377398771e+001, +8.74039060114e+001, +2.38267642987e-005, +3.12705651895e+000
+4.64055746000e+005, +6.95398455006e+001, +8.73982420970e+001, +2.38251578767e-005, +3.15666655364e+000
+4.67460202000e+005, +7.00462016290e+001, +8.73923521902e+001, +2.38237507524e-005, +3.18684508910e+000
+4.70889635000e+005, +7.05560930418e+001, +8.73858228607e+001, +2.38222800387e-005, +3.21807538243e+000
+4.74344227000e+005, +7.10701190802e+001, +8.73784584050e+001, +2.38209349903e-005, +3.25064559061e+000
+4.77824163000e+005, +7.15876340678e+001, +8.73708076067e+001, +2.38194990051e-005, +3.28386516521e+000
+4.81329628000e+005, +7.21094111176e+001, +8.73632621574e+001, +2.38182277964e-005, +3.31728637646e+000
+4.84860811000e+005, +7.26351122211e+001, +8.73557988453e+001, +2.38169974549e-005, +3.35092183356e+000
+4.88417900000e+005, +7.31641391209e+001, +8.73485911527e+001, +2.38156067381e-005, +3.38452184169e+000
+4.92001085000e+005, +7.36976945967e+001, +8.73422972048e+001, +2.38144516278e-005, +3.41729075726e+000
+4.95610557000e+005, +7.42359498477e+001, +8.73354399938e+001, +2.38135448502e-005, +3.45112417695e+000
+4.99246509000e+005, +7.47777102741e+001, +8.73288945147e+001, +2.38125081619e-005, +3.48484321091e+000
+5.02909136000e+005, +7.53235857301e+001, +8.73219075153e+001, +2.38115136096e-005, +3.51945789585e+000
+5.06598633000e+005, +7.58735944903e+001, +8.73146928461e+001, +2.38105608936e-005, +3.55470030745e+000
+5.10315197000e+005, +7.64268156179e+001, +8.73068036098e+001, +2.38093442678e-005, +3.59113074006e+000
+5.14059027000e+005, +7.69847561819e+001, +8.72983216582e+001, +2.38083276864e-005, +3.62873120043e+000
+5.17830323000e+005, +7.75460068368e+001, +8.72897618404e+001, +2.38070748262e-005, +3.66675837225e+000
+5.21629287000e+005, +7.81118671757e+001, +8.72804998681e+001, +2.38059654659e-005, +3.70612780557e+000
+5.25456120000e+005, +7.86824018321e+001, +8.72721891171e+001, +2.38050393720e-005, +3.74459761485e+000
+5.29311029000e+005, +7.92579476639e+001, +8.72642508534e+001, +2.38043736269e-005, +3.78295720550e+000
+5.33194218000e+005, +7.98375745896e+001, +8.72567227778e+001, +2.38036772108e-005, +3.82110046568e+000
+5.37105896000e+005, +8.04221330553e+001, +8.72491616776e+001, +2.38031847147e-005, +3.85967877552e+000
+5.41046271000e+005, +8.10112088852e+001, +8.72415383609e+001, +2.38027603090e-005, +3.89871638700e+000
+5.45015554000e+005, +8.16037805804e+001, +8.72335657391e+001, +2.38020895851e-005, +3.93857612832e+000
+5.49013956000e+005, +8.22013138589e+001, +8.72255801766e+001, +2.38015997764e-005, +3.97885921473e+000
+5.53041692000e+005, +8.28036139848e+001, +8.72174835277e+001, +2.38012197800e-005, +4.01970033991e+000
+5.57098977000e+005, +8.34100339187e+001, +8.72100886652e+001, +2.38007698096e-005, +4.05989155238e+000
+5.61186028000e+005, +8.40209157596e+001, +8.72021810904e+001, +2.38003148952e-005, +4.10120776667e+000
+5.65303062000e+005, +8.46369382847e+001, +8.71938606005e+001, +2.38000386376e-005, +4.14355317987e+000
+5.69450300000e+005, +8.52568126173e+001, +8.71849885899e+001, +2.37995650488e-005, +4.18708601887e+000
+5.73627963000e+005, +8.58809222193e+001, +8.71765242456e+001, +2.37990148454e-005, +4.23040883993e+000
+5.77836275000e+005, +8.65099300679e+001, +8.71668786634e+001, +2.37985305000e-005, +4.27593910262e+000
+5.82075461000e+005, +8.71431701920e+001, +8.71568212337e+001, +2.37979346465e-005, +4.32251629195e+000
+5.86345747000e+005, +8.77814669032e+001, +8.71472359232e+001, +2.37974620751e-005, +4.36884466631e+000
+5.90647360000e+005, +8.84240967713e+001, +8.71379822855e+001, +2.37969036933e-005, +4.41509137586e+000
+5.94980532000e+005, +8.90727116628e+001, +8.71289108440e+001, +2.37966905449e-005, +4.46156220289e+000
+5.99345493000e+005, +8.97257479398e+001, +8.71205096221e+001, +2.37964016101e-005, +4.50741196305e+000
+6.03742477000e+005, +9.03825959755e+001, +8.71118534059e+001, +2.37958498578e-005, +4.55404667222e+000
+6.08171718000e+005, +9.10465341678e+001, +8.71030915165e+001, +2.37958917019e-005, +4.60140552116e+000
+6.12633454000e+005, +9.17138435583e+001, +8.70942750504e+001, +2.37955410713e-005, +4.64922520810e+000
+6.17127923000e+005, +9.23883636762e+001, +8.70844636109e+001, +2.37957663208e-005, +4.69921882657e+000
+6.21655364000e+005, +9.30662591443e+001, +8.70744210234e+001, +2.37955806143e-005, +4.74999024811e+000
+6.26216020000e+005, +9.37525963644e+001, +8.70637711272e+001, +2.37962614066e-005, +4.80242361617e+000
+6.30810134000e+005, +9.44411306007e+001, +8.70532136053e+001, +2.37962216122e-005, +4.85507251902e+000
+6.35437952000e+005, +9.51370536774e+001, +8.70427574427e+001, +2.37967665163e-005, +4.90818779498e+000
+6.40099722000e+005, +9.58365951734e+001, +8.70325731321e+001, +2.37969415792e-005, +4.96128980257e+000
+6.44795691000e+005, +9.65412313863e+001, +8.70228373281e+001, +2.37971135433e-005, +5.01414995858e+000
+6.49526112000e+005, +9.72502093774e+001, +8.70131165353e+001, +2.37970797980e-005, +5.06744990817e+000
+6.54291236000e+005, +9.79652554851e+001, +8.70035992384e+001, +2.37972591006e-005, +5.12095971189e+000
+6.59091319000e+005, +9.86855147188e+001, +8.69936286637e+001, +2.37974171429e-005, +5.17575961655e+000
+6.63926617000e+005, +9.94123184545e+001, +8.69836038345e+001, +2.37978722694e-005, +5.23124807962e+000
+6.68797388000e+005, +1.00145067710e+002, +8.69736266595e+001, +2.37984685834e-005, +5.28722108803e+000
+6.73703892000e+005, +1.00886248171e+002, +8.69629366679e+001, +2.37997633556e-005, +5.34514873406e+000
+6.78646392000e+005, +1.01632156796e+002, +8.69523481717e+001, +2.38008822347e-005, +5.40342398641e+000
+6.83625152000e+005, +1.02384814090e+002, +8.69413567480e+001, +2.38022782177e-005, +5.46305339334e+000
+6.88640438000e+005, +1.03141138390e+002, +8.69304034604e+001, +2.38032341526e-005, +5.52309877653e+000
+6.93692517000e+005, +1.03903312308e+002, +8.69195032047e+001, +2.38042506231e-005, +5.58365104299e+000
+6.98781659000e+005, +1.04668973045e+002, +8.69086100923e+001, +2.38047785373e-005, +5.64466769813e+000
+7.03908138000e+005, +1.05440227095e+002, +8.68975838368e+001, +2.38052915294e-005, +5.70652222519e+000
+7.09072226000e+005, +1.06217115029e+002, +8.68864981064e+001, +2.38057913131e-005, +5.76908904061e+000
+7.14274199000e+005, +1.07000435126e+002, +8.68751227805e+001, +2.38064411832e-005, +5.83284644308e+000
+7.19514335000e+005, +1.07790046540e+002, +8.68637395575e+001, +2.38072036087e-005, +5.89727322536e+000
+7.24792915000e+005, +1.08586485328e+002, +8.68514158000e+001, +2.38081629447e-005, +5.96416774476e+000
+7.30110220000e+005, +1.09391168262e+002, +8.68388224553e+001, +2.38096285792e-005, +6.03237259014e+000
+7.35466534000e+005, +1.10200104067e+002, +8.68263605008e+001, +2.38107266596e-005, +6.10091347245e+000
+7.40862144000e+005, +1.11015971077e+002, +8.68139644503e+001, +2.38120287699e-005, +6.17006315079e+000
+7.46297338000e+005, +1.11839161778e+002, +8.68011456099e+001, +2.38135932831e-005, +6.24079762651e+000
+7.51772406000e+005, +1.12667433136e+002, +8.67882984621e+001, +2.38149397406e-005, +6.31223978264e+000
+7.57287640000e+005, +1.13501426024e+002, +8.67760217588e+001, +2.38162118839e-005, +6.38324606164e+000
+7.62843337000e+005, +1.14342970670e+002, +8.67632725941e+001, +2.38177589519e-005, +6.45597657011e+000
+7.68439791000e+005, +1.15191096088e+002, +8.67505661060e+001, +2.38193765445e-005, +6.52936803411e+000
+7.74077303000e+005, +1.16044542891e+002, +8.67380211718e+001, +2.38207978699e-005, +6.60311088545e+000
+7.79756174000e+005, +1.16906331356e+002, +8.67255272109e+001, +2.38226306538e-005, +6.67759918008e+000
+7.85476706000e+005, +1.17776113489e+002, +8.67125072246e+001, +2.38247722995e-005, +6.75400022925e+000
+7.91239206000e+005, +1.18651202650e+002, +8.67005151661e+001, +2.38267037634e-005, +6.82897596303e+000
+7.97043982000e+005, +1.19533287046e+002, +8.66882556428e+001, +2.38287262089e-005, +6.90527824348e+000
+8.02891343000e+005, +1.20422647852e+002, +8.66755237643e+001, +2.38308785769e-005, +6.98337007014e+000
+8.08781602000e+005, +1.21318945967e+002, +8.66623044661e+001, +2.38330810435e-005, +7.06329029874e+000
+8.14715074000e+005, +1.22221771053e+002, +8.66492002142e+001, +2.38352571300e-005, +7.14375955302e+000
+8.20692075000e+005, +1.23131892945e+002, +8.66352325565e+001, +2.38375230074e-005, +7.22692117040e+000
+8.26712926000e+005, +1.24048455892e+002, +8.66211094636e+001, +2.38397192337e-005, +7.31124088534e+000
+8.32777948000e+005, +1.24974168776e+002, +8.66076427429e+001, +2.38423743888e-005, +7.39512358485e+000
+8.38887464000e+005, +1.25904160266e+002, +8.65937760902e+001, +2.38445206388e-005, +7.48057172786e+000
+8.45041802000e+005, +1.26842910579e+002, +8.65789789588e+001, +2.38469881244e-005, +7.56904755624e+000
+8.51241290000e+005, +1.27790808689e+002, +8.65657463656e+001, +2.38498943256e-005, +7.65507189768e+000
+8.57486260000e+005, +1.28745019721e+002, +8.65524759215e+001, +2.38526558440e-005, +7.74199740020e+000
+8.63777044000e+005, +1.29708830789e+002, +8.65387479164e+001, +2.38558600961e-005, +7.83097717248e+000
+8.70113979000e+005, +1.30679593424e+002, +8.65239836791e+001, +2.38589890525e-005, +7.92319794236e+000
+8.76497405000e+005, +1.31656307978e+002, +8.65087245258e+001, +2.38618661685e-005, +8.01741509233e+000
+8.82927661000e+005, +1.32641493344e+002, +8.64928833333e+001, +2.38649377363e-005, +8.11401396068e+000
+8.89405091000e+005, +1.33632902224e+002, +8.64765595732e+001, +2.38677903455e-005, +8.21266176567e+000
+8.95930042000e+005, +1.34634555058e+002, +8.64601965062e+001, +2.38711427676e-005, +8.31259740969e+000
+9.02502861000e+005, +1.35644085019e+002, +8.64445473976e+001, +2.38745772002e-005, +8.41190500487e+000
+9.09123902000e+005, +1.36660762582e+002, +8.64294104344e+001, +2.38779498507e-005, +8.51098838993e+000
+9.15793516000e+005, +1.37685671736e+002, +8.64145559417e+001, +2.38814347557e-005, +8.61044468216e+000
+9.22512060000e+005, +1.38721472892e+002, +8.64016463244e+001, +2.38855215052e-005, +8.70641522223e+000
+9.29279894000e+005, +1.39763057979e+002, +8.63880457655e+001, +2.38892462561e-005, +8.80489755855e+000
+9.36097378000e+005, +1.40814223554e+002, +8.63742679124e+001, +2.38932641741e-005, +8.90491359557e+000
+9.42964878000e+005, +1.41872987839e+002, +8.63600488329e+001, +2.38972179141e-005, +9.00700634663e+000
+9.49882760000e+005, +1.42941586106e+002, +8.63443593162e+001, +2.39014448825e-005, +9.11391073653e+000
+9.56851394000e+005, +1.44019165685e+002, +8.63277134934e+001, +2.39057999806e-005, +9.22437243372e+000
+9.63871151000e+005, +1.45103961192e+002, +8.63106056066e+001, +2.39099919005e-005, +9.33709023389e+000
+9.70942408000e+005, +1.46197523289e+002, +8.62945017172e+001, +2.39143069583e-005, +9.44846392527e+000
+9.78065542000e+005, +1.47300089174e+002, +8.62765179529e+001, +2.39186936135e-005, +9.56585745437e+000
+9.85240933000e+005, +1.48407621036e+002, +8.62597259755e+001, +2.39225713878e-005, +9.68118437854e+000
+9.92468965000e+005, +1.49526370456e+002, +8.62412766025e+001, +2.39268647408e-005, +9.80220936394e+000
+9.99750024000e+005, +1.50652914638e+002, +8.62226619919e+001, +2.39310503499e-005, +9.92489928351e+000
+1.00708450000e+006, +1.51791031066e+002, +8.62047390055e+001, +2.39357397336e-005, +1.00472564165e+001
+1.01447278300e+006, +1.52943223996e+002, +8.61853691816e+001, +2.39412449977e-005, +1.01751127622e+001
+1.02191526900e+006, +1.54107542471e+002, +8.61676155106e+001, +2.39473192060e-005, +1.03002188271e+001
+1.02941235600e+006, +1.55278598862e+002, +8.61496855454e+001, +2.39530597556e-005, +1.04269729728e+001
+1.03696444300e+006, +1.56450777582e+002, +8.61337108433e+001, +2.39576637867e-005, +1.05492062435e+001
+1.04457193500e+006, +1.57643795168e+002, +8.61173267398e+001, +2.39640778835e-005, +1.06746256087e+001
+1.05223523700e+006, +1.58840058841e+002, +8.61011015321e+001, +2.39696132973e-005, +1.08005060833e+001
+1.05995476000e+006, +1.60049275023e+002, +8.60835353209e+001, +2.39756900838e-005, +1.09316832238e+001
+1.06773091600e+006, +1.61268339585e+002, +8.60654917284e+001, +2.39818479995e-005, +1.10656152452e+001
+1.07556412000e+006, +1.62499379657e+002, +8.60473424498e+001, +2.39883991767e-005, +1.12014366802e+001
+1.08345479100e+006, +1.63740655528e+002, +8.60284662083e+001, +2.39950514859e-005, +1.13408163831e+001
+1.09140335100e+006, +1.64983251860e+002, +8.60099019755e+001, +2.40005248948e-005, +1.14802064125e+001
+1.09941022300e+006, +1.66234561213e+002, +8.59914596922e+001, +2.40058971108e-005, +1.16206546573e+001
+1.10747583700e+006, +1.67503414234e+002, +8.59717045096e+001, +2.40123837220e-005, +1.17669660561e+001
+1.11560062200e+006, +1.68785882375e+002, +8.59513894469e+001, +2.40194119013e-005, +1.19167552287e+001
+1.12378501300e+006, +1.70077459133e+002, +8.59301871478e+001, +2.40263122708e-005, +1.20707234279e+001
+1.13202944700e+006, +1.71379459673e+002, +8.59093125238e+001, +2.40332969364e-005, +1.22254094793e+001
+1.14033436500e+006, +1.72697561575e+002, +8.58875120938e+001, +2.40411064176e-005, +1.23849779826e+001
+1.14870021100e+006, +1.74025179593e+002, +8.58680317858e+001, +2.40488993990e-005, +1.25392026075e+001
+1.15712743100e+006, +1.75366637496e+002, +8.58470048821e+001, +2.40571434671e-005, +1.27000493957e+001
+1.16561647500e+006, +1.76712898991e+002, +8.58293802920e+001, +2.40647373489e-005, +1.28517604426e+001
+1.17416779800e+006, +1.78081590945e+002, +8.58108017713e+001, +2.40739370887e-005, +1.30088914977e+001
+1.18278185600e+006, +1.79449977709e+002, +8.57925143601e+001, +2.40816832366e-005, +1.31659747392e+001
+1.19145911000e+006, +1.80834757935e+002, +8.57738308030e+001, +2.40902002336e-005, +1.33263826794e+001
+1.20020002200e+006, +1.82235939173e+002, +8.57545158748e+001, +2.40994537359e-005, +1.34909064970e+001
+1.20900506100e+006, +1.83642999562e+002, +8.57359673868e+001, +2.41080785998e-005, +1.36543583263e+001
+1.21787469600e+006, +1.85069190914e+002, +8.57164236369e+001, +2.41177499686e-005, +1.38233516243e+001
+1.22680940100e+006, +1.86506560544e+002, +8.56962056778e+001, +2.41274142740e-005, +1.39963407584e+001
+1.23580965400e+006, +1.87952326204e+002, +8.56757446366e+001, +2.41367162768e-005, +1.41717678643e+001
+1.24487593600e+006, +1.89410700788e+002, +8.56542086719e+001, +2.41461630181e-005, +1.43527213503e+001
+1.25400873000e+006, +1.90876997607e+002, +8.56318141015e+001, +2.41551529293e-005, +1.45382213466e+001
+1.26320852600e+006, +1.92348292256e+002, +8.56082304900e+001, +2.41633058280e-005, +1.47292246575e+001
+1.27247581500e+006, +1.93838551160e+002, +8.55850419674e+001, +2.41724208877e-005, +1.49215604394e+001
+1.28181109100e+006, +1.95347116813e+002, +8.55609175450e+001, +2.41823416663e-005, +1.51196944232e+001
+1.29121485300e+006, +1.96866315987e+002, +8.55376604357e+001, +2.41921547545e-005, +1.53169487471e+001
+1.30068760500e+006, +1.98405151140e+002, +8.55135055957e+001, +2.42028921383e-005, +1.55200649934e+001
+1.31022985100e+006, +1.99960760562e+002, +8.54896550054e+001, +2.42142148038e-005, +1.57247326614e+001
+1.31984210200e+006, +2.01529745679e+002, +8.54660205819e+001, +2.42256874937e-005, +1.59309881520e+001
+1.32952487200e+006, +2.03110198123e+002, +8.54428024004e+001, +2.42370748208e-005, +1.61379716115e+001
+1.33927867800e+006, +2.04705046490e+002, +8.54194156181e+001, +2.42486948730e-005, +1.63479793589e+001
+1.34910404000e+006, +2.06315171908e+002, +8.53954054921e+001, +2.42606190431e-005, +1.65627457827e+001
+1.35900148500e+006, +2.07933777965e+002, +8.53715917340e+001, +2.42720631109e-005, +1.67788284452e+001
+1.36897154000e+006, +2.09569240756e+002, +8.53481301979e+001, +2.42840023579e-005, +1.69963324360e+001
+1.37901473800e+006, +2.11220640355e+002, +8.53235795464e+001, +2.42962591360e-005, +1.72204692031e+001
+1.38913161700e+006, +2.12885963501e+002, +8.52989794017e+001, +2.43086198371e-005, +1.74473376986e+001
